,종목명,업종명,종목코드,결산월,회계년,주기,총자산(천원),유동자산(천원),재고자산(천원),부채및자본총계(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),매출액(천원),연구개발비(천원),광고선전비(천원),영업이익(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),매출채권(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),유보율(%),매출액증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),총자산증가율(전년동기)(%),*매출원가율(%),ROE(당기순이익)(%),총자본회전율(회),총부채회전율(회),총자산회전율(회),영업이익률(%),EBIT(천원),당기순이익률(%),매출총이익률(%),유형자산증가율(전년동기)(%)
43,CJ씨푸드,음식료품,A011150,12,2017,Annual,"120,215,051","35,171,386","17,564,369","120,215,051","13,673,102","28,983,313",0,"164,629,715",0,"9,656","6,558,692","4,590,049","15,614,971","-11,099,808","-4,606,464","14,875,796",49.96,24.11,100.18,48.26,232.42,-5.24,11.96,-14.57,0.40,79.87,7.96,2.85,2.64,1.37,3.98,"6,558,692",2.79,20.13,10.14
44,CJ씨푸드,음식료품,A011150,12,2018,Annual,"126,515,257","41,144,155","22,252,934","126,515,257","10,142,780","38,369,984",0,"150,703,085",0,0,"4,134,079","2,154,614","-1,044,998","-6,903,416","8,627,230","4,022,436",48.82,30.33,104.83,62.12,241.91,-8.46,-36.97,-53.06,5.24,87.85,3.54,2.47,2.41,1.22,2.74,"4,134,079",1.43,12.15,-1.42
45,CJ제일제당,음식료품,A097950,12,2010,Annual,"6,002,563,148","2,192,773,428","786,778,634","6,002,563,148","260,739,680","1,065,015,226","170,866,548","5,777,780,773","30,404,404","68,119,949","452,371,057","659,757,234","350,651,757","481,193,580","-752,212,963","625,517,765",44.51,32.05,124.68,72.00,"3,724.34",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),69.91,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),7.83,"452,371,057",11.42,30.09,N/A(IFRS)
46,CJ제일제당,음식료품,A097950,12,2011,Annual,"11,339,519,300","3,325,033,575","1,075,179,547","11,339,519,300","466,575,116","1,892,711,909","1,153,752,239","6,538,208,074","32,622,467","75,439,341","459,920,951","314,022,590","-288,381,082","-1,420,107,227","1,878,417,937","1,230,261,455",41.42,40.85,141.45,98.64,"3,912.33",13.16,1.67,-52.40,88.91,72.99,8.52,1.77,1.31,0.75,7.03,"459,920,951",4.80,27.01,78.05
47,CJ제일제당,음식료품,A097950,12,2012,Annual,"12,363,882,660","3,363,495,811","1,139,255,403","12,363,882,660","638,530,062","1,642,298,568","1,168,824,144","9,877,532,183","34,900,583","70,819,699","615,528,667","310,715,670","805,051,777","-1,156,311,478","456,134,987","1,164,446,237",42.23,39.95,136.81,94.61,"4,169.01",51.07,33.83,-1.05,9.03,77.92,6.27,1.99,1.43,0.83,6.23,"615,528,667",3.15,22.08,11.71
48,CJ제일제당,음식료품,A097950,12,2013,Annual,"13,004,490,092","3,705,058,462","1,006,681,614","13,004,490,092","720,032,707","1,519,777,463","1,791,039,503","10,847,718,244","31,879,664","60,113,279","345,479,026","71,061,595","590,904,368","-769,103,669","60,720,288","1,367,698,827",37.01,45.02,170.22,121.66,"4,039.03",9.82,-43.87,-77.13,5.18,80.84,1.42,2.16,1.41,0.86,3.18,"345,479,026",0.66,19.16,12.18
49,CJ제일제당,음식료품,A097950,12,2014,Annual,"13,382,531,013","3,973,270,952","1,065,579,494","13,382,531,013","829,508,678","1,568,249,389","1,594,127,294","11,701,797,228","29,315,349","54,351,316","579,930,251","137,851,320","688,561,505","-537,171,145","-141,392,305","1,550,189,237",36.99,44.44,170.36,120.15,"4,167.70",7.87,67.86,93.99,2.91,79.12,2.82,2.40,1.41,0.89,4.96,"579,930,251",1.18,20.88,2.07
50,CJ제일제당,음식료품,A097950,12,2015,Annual,"13,751,265,058","4,018,510,915","1,097,567,509","13,751,265,058","849,032,607","1,440,731,948","847,546,302","12,924,472,295","41,907,485","63,701,289","751,413,820","253,666,762","1,154,573,133","-693,002,656","-364,487,974","1,623,243,021",39.16,41.79,155.35,106.70,"4,378.09",10.45,29.57,84.01,2.76,77.67,4.91,2.50,1.54,0.95,5.81,"751,413,820",1.96,22.33,4.80
51,CJ제일제당,음식료품,A097950,12,2016,Annual,"15,766,238,539","4,880,693,006","1,280,152,136","15,766,238,539","1,113,728,302","1,801,456,466","1,155,176,755","14,563,257,246","44,597,484","59,696,396","843,638,184","353,548,749","800,141,934","-1,408,917,160","725,943,103","2,028,582,036",38.44,42.26,160.15,109.93,"4,744.47",12.68,12.27,39.38,14.65,77.42,6.18,2.54,1.61,0.99,5.79,"843,638,184",2.43,22.58,8.82
52,CJ제일제당,음식료품,A097950,12,2017,Annual,"16,868,123,895","4,963,468,349","1,303,515,516","16,868,123,895","1,291,759,319","1,913,735,363","949,940,590","16,477,174,023","43,255,652","71,932,925","776,575,241","412,797,743","1,180,837,049","-1,463,909,010","265,353,628","2,254,297,260",36.42,42.3,174.55,116.12,"4,692.02",13.14,-7.95,16.76,6.99,78.43,6.76,2.70,1.61,1.01,4.71,"776,575,241",2.51,21.57,12.35
53,CJ제일제당,음식료품,A097950,12,2018,Annual,"19,497,022,884","5,522,437,502","1,497,619,027","19,497,022,884","1,351,497,082","2,624,754,311","890,805,111","18,670,059,989","35,664,516","70,254,279","832,709,680","925,388,625","471,425,123","-1,034,629,208","520,965,345","2,558,227,901",37.48,40.7,166.78,108.58,"5,861.70",13.31,7.23,124.17,15.59,81.02,13.76,2.78,1.63,1.03,4.46,"832,709,680",4.96,18.98,19.10
54,CS홀딩스,기타금융,A000590,12,2010,Annual,"161,071,811","50,527,754","10,181,543","161,071,811","9,236,524","1,546,150",0,"83,543,854",0,"1,125","3,950,399","4,998,486","8,352,140","-3,142,928","177,013","10,962,201",86.46,0.96,15.66,1.11,"2,941.06",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),84.43,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),4.73,"3,950,399",5.98,15.57,N/A(IFRS)
55,CS홀딩스,기타금융,A000590,12,2011,Annual,"188,753,459","63,374,674","13,961,828","188,753,459","10,083,176","1,883,258",0,"109,922,652","6,748","3,614","11,799,916","11,767,923","7,701,537","-7,218,105","-731,558","13,217,670",86.25,1.0,15.95,1.16,"2,723.91",31.57,198.70,135.43,17.19,82.19,7.79,0.73,4.60,0.63,10.73,"11,799,916",10.71,17.81,13.05
56,CS홀딩스,기타금융,A000590,12,2012,Annual,"218,181,889","97,062,887","32,228,761","218,181,889","10,118,367","1,302,286",0,"147,082,090",0,350,"14,621,993","10,688,943","2,780,137","4,350,538","-513,571","16,243,461",87.76,0.6,13.95,0.68,"2,843.15",33.81,23.92,-9.17,15.59,82.53,6.03,0.83,5.58,0.72,9.94,"14,621,993",7.27,17.47,13.50
57,CS홀딩스,기타금융,A000590,12,2013,Annual,"233,929,444","112,551,373","28,262,406","233,929,444","9,877,387","1,266,127",0,"144,070,787",0,"2,747","17,819,127","13,013,047","20,823,684","-18,948,619","-635,609","17,497,044",87.12,0.54,14.78,0.62,"2,977.70",-2.05,21.87,21.74,7.22,79.36,6.58,0.73,5.07,0.64,12.37,"17,819,127",9.03,20.64,-0.31
58,CS홀딩스,기타금융,A000590,12,2014,Annual,"260,355,830","134,005,482","31,038,640","260,355,830","7,946,072","5,690,628",0,"141,559,850",0,"56,505","20,997,600","14,362,390","14,667,675","-12,014,947","3,985,044","18,703,820",86.19,2.19,16.03,2.54,"3,216.70",-1.74,17.84,10.37,11.30,75.87,6.71,0.66,4.28,0.57,14.83,"20,997,600",10.15,24.13,-0.24
59,CS홀딩스,기타금융,A000590,12,2015,Annual,"284,933,124","169,849,722","27,181,427","284,933,124","8,250,581","8,788,722",0,"138,970,755",0,"12,814","22,697,997","29,603,865","26,839,806","-11,576,627","2,914,336","16,612,598",86.29,3.08,15.89,3.57,"3,451.51",-1.83,8.10,106.12,9.44,73.36,12.59,0.59,3.70,0.51,16.33,"22,697,997",21.30,26.64,-3.44
60,CS홀딩스,기타금융,A000590,12,2016,Annual,"293,927,435","178,709,509","25,159,620","293,927,435","7,719,952","7,245,393",0,"123,144,962",0,"29,864","19,832,913","17,138,786","16,602,116","-17,977,690","-3,266,081","16,277,541",89.10,2.47,12.23,2.77,"3,609.62",-11.39,-12.62,-42.11,3.16,72.81,6.75,0.49,3.46,0.43,16.11,"19,832,913",13.92,27.19,-0.36
61,CS홀딩스,기타금융,A000590,12,2017,Annual,"302,433,875","185,548,205","24,922,098","302,433,875","6,307,315","8,183,395",0,"120,959,822","33,141","11,698","17,036,018","14,264,795","16,869,197","383,711","-4,232,833","15,343,325",89.09,2.71,12.25,3.04,"3,649.38",-1.77,-14.10,-16.77,2.89,74.2,5.37,0.46,3.72,0.41,14.08,"17,036,018",11.79,25.8,-49.02
62,CS홀딩스,기타금융,A000590,12,2018,Annual,"304,418,193","188,480,772","27,903,005","304,418,193","6,442,452","5,190,082",0,"122,550,869","89,866","17,414","13,319,440","12,641,149","10,186,160","-3,412,837","-9,868,828","17,192,582",90.26,1.7,10.80,1.89,"3,692.95",1.32,-21.82,-11.38,0.66,76.72,4.65,0.45,3.91,0.40,10.87,"13,319,440",10.32,23.28,-3.31
63,DB,서비스업,A012030,12,2010,Annual,"679,304,595","125,020,898","15,963,174","679,304,595","68,197,566","56,684,725","387,250","192,315,364","2,730,323","55,356","-3,978,995","4,221,758","-49,486,839","-31,336,091","69,002,542","72,533,588",43.55,34.94,129.61,80.22,612.53,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),89.69,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),-2.07,"-3,978,995",2.20,10.31,N/A(IFRS)
64,DB,서비스업,A012030,12,2011,Annual,"686,746,431","133,657,144","9,092,461","686,746,431","70,687,262","58,523,015","77,450","511,077,050","2,200,467","286,281","14,451,262","5,080,545","-4,092,628","-41,873,379","40,077,119","87,399,035",37.36,41.83,167.70,111.97,526.18,165.75,흑전,20.34,1.10,89.77,1.84,1.85,1.26,0.75,2.83,"14,451,262",0.99,10.23,14.11
65,DB,서비스업,A012030,12,2012,Annual,"693,327,543","186,427,965","10,977,785","693,327,543","92,814,193","65,205,472",0,"544,542,768",0,"212,551","21,835,953","2,952,394","-34,206,828","24,952,811","18,871,363","105,294,464",42.68,36.14,134.28,84.67,256.36,6.55,51.10,-41.89,0.96,88.77,1.07,1.97,1.32,0.79,4.01,"21,835,953",0.54,11.23,-1.86
66,DB,서비스업,A012030,12,2013,Annual,"638,356,756","186,036,732","12,021,095","638,356,756","102,350,903","39,504,796",0,"442,931,289",0,"229,614","10,813,086","-63,801,967","10,099,470","-25,441,972","4,616,599","131,588,822",38.58,40.08,159.20,103.89,201.82,-18.66,-50.48,적전,-7.93,89.38,-23.53,1.63,1.12,0.67,2.44,"10,813,086",-14.40,10.62,0.90
67,DB,서비스업,A012030,12,2014,Annual,"365,853,366","137,506,858","10,136,177","365,853,366","44,864,634","28,337,977",0,"254,222,497",0,"78,246","-13,421,851","-124,525,731","27,490,640","101,909,938","-124,553,193","42,066,264",30.13,35.36,231.84,117.35,52.44,-42.60,적전,적지,-42.69,89.26,-69.85,1.43,0.79,0.51,-5.28,"-13,421,851",-48.98,10.74,-8.07
68,DB,서비스업,A012030,12,2015,Annual,"276,200,611","182,404,085","1,929,080","276,200,611","29,235,219","6,316,671",0,"203,671,200",0,"44,904","9,761,079","13,186,937","-13,076,502","104,611,832","-86,400,902","31,545,791",60.04,15.37,66.56,25.60,113.48,-19.88,흑전,흑전,-24.51,88.7,9.55,1.48,1.11,0.63,4.79,"9,761,079",6.47,11.3,-94.09
69,DB,서비스업,A012030,12,2016,Annual,"214,971,054","54,657,980","4,889,026","214,971,054","20,881,411","2,713,849",0,"204,809,968",0,"39,335","10,903,255","-20,712,779","14,350,199","6,888,938","-18,602,822","31,510,231",70.50,11.21,41.85,15.91,97.80,0.56,11.70,적전,-22.17,86.45,-13.05,1.29,2.36,0.83,5.32,"10,903,255",-10.11,13.55,5.78
70,DB,서비스업,A012030,12,2017,Annual,"197,512,862","64,597,177","5,440,698","197,512,862","16,311,586","5,455,920",0,"196,815,885",0,"3,539,595","3,848,653","-957,332","7,959,587","1,755,205","-8,345,695","34,091,442",70.45,7.23,41.95,10.27,76.78,-3.90,-64.70,적지,-8.12,88.16,-0.66,1.35,3.23,0.95,1.96,"3,848,653",-0.49,11.84,34.75
71,DB,서비스업,A012030,12,2018,Annual,"288,416,201","83,654,778","8,353,681","288,416,201","13,110,997","63,687",0,"237,112,636",0,"7,136,254","1,620,858","-3,975,420","6,756,873","-84,811,256","92,789,384","30,551,958",47.70,35.23,109.65,73.85,65.17,20.47,-57.89,적지,46.02,85.22,-2.87,1.71,2.27,0.98,0.68,"1,620,858",-1.68,14.78,-8.22
72,DB하이텍,전기전자,A000990,12,2010,Annual,"1,381,251,114","311,090,151","79,723,938","1,381,251,114","30,639,171","5,000,152","760,366,029","620,043,034","78,714,341",0,"-281,206,104","-191,152,903","43,845,614","267,729,583","-292,554,408","102,333,154",28.82,56.82,247.03,197.18,129.36,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),121.57,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),-45.35,"-281,206,104",-30.83,-21.57,N/A(IFRS)
73,DB하이텍,전기전자,A000990,12,2011,Annual,"1,199,043,869","279,725,558","77,112,663","1,199,043,869","23,196,334","5,398,046",0,"552,216,245",0,0,"-35,388,322","-97,946,584","60,749,180","-23,347,990","-88,776,492","78,003,676",25.69,59.0,289.22,229.64,80.99,-10.94,적지,적지,-13.19,83.38,-27.74,1.56,0.59,0.43,-6.41,"-35,388,322",-17.74,16.62,-7.89
74,DB하이텍,전기전자,A000990,12,2012,Annual,"1,157,755,031","309,144,147","79,262,392","1,157,755,031","17,740,927","5,141,640","214,817,416","590,786,488","51,365,000",0,"-15,599,381","-31,324,452","73,876,619","-49,272,120","-22,718,301","68,299,932",25.13,58.88,298.00,234.33,66.82,6.98,적지,적지,-3.44,83.62,-10.46,1.97,0.67,0.50,-2.64,"-15,599,381",-5.30,16.38,-9.69
75,DB하이텍,전기전자,A000990,12,2013,Annual,"1,058,391,832","222,960,700","72,377,687","1,058,391,833","29,717,748","6,452,198","276,846,544","493,752,028","44,409,000",0,"-9,610,612","-83,046,768","28,380,938","-14,425,742","-18,089,531","59,216,339",19.35,62.57,416.90,323.40,28.12,-16.42,적지,적지,-8.58,81.92,-33.51,1.99,0.57,0.45,-1.95,"-9,610,612",-16.82,18.08,-7.20
76,DB하이텍,전기전자,A000990,12,2014,Annual,"984,876,636","247,582,371","69,179,569","984,876,636","36,235,325","7,547,467","391,619,824","567,718,224","41,769,000",0,"45,560,248","-77,008,844","48,078,139","-43,635,104","1,205,904","81,730,237",12.26,66.85,715.95,545.50,,14.98,흑전,적지,-6.95,75.89,-47.32,3.49,0.66,0.56,8.03,"45,560,248",-13.56,24.11,-6.96
77,DB하이텍,전기전자,A000990,12,2015,Annual,"984,643,712","337,757,266","83,459,568","984,643,712","44,271,640","5,218,482","399,748,737","666,594,987","49,406,000",0,"124,968,815","126,733,352","152,722,221","-12,209,258","-71,767,078","92,048,122",25.80,53.39,287.57,206.91,24.76,17.42,174.29,흑전,-0.02,65.54,67.63,3.56,0.84,0.68,18.75,"124,968,815",19.01,34.46,-9.91
78,DB하이텍,전기전자,A000990,12,2016,Annual,"986,788,572","368,924,211","76,344,778","986,788,572","44,199,479","15,253,525","282,487,037","773,140,180","53,738,000",0,"172,427,930","88,344,018","248,312,191","-121,031,883","-118,529,941","110,259,838",34.65,42.8,188.60,123.51,64.24,15.98,37.98,-30.29,0.22,62.49,29.65,2.59,1.12,0.78,22.30,"172,427,930",11.43,37.51,2.73
79,DB하이텍,전기전자,A000990,12,2017,Annual,"993,950,720","353,662,841","75,018,890","993,950,720","33,883,223","11,286,143","315,595,985","679,737,744","54,428,000",0,"143,195,168","110,175,089","183,124,083","-101,904,145","-85,790,774","85,706,099",45.86,35.77,118.07,78.01,115.41,-12.08,-16.95,24.71,0.73,62.7,27.62,1.70,1.15,0.69,21.07,"143,195,168",16.21,37.3,1.44
80,DB하이텍,전기전자,A000990,12,2018,Annual,"1,066,533,840","383,378,937","42,891,649","1,066,533,840","36,469,258","15,890,934","277,380,073","669,279,136","52,810,000",0,"112,993,143","86,828,768","180,343,534","-117,302,225","-50,894,632","98,855,166",52.36,28.6,91.00,54.62,160.40,-1.54,-21.09,-21.19,7.30,67.83,17.12,1.32,1.28,0.65,16.88,"112,993,143",12.97,32.17,7.56
81,DI동일,유통업,A001530,12,2010,Annual,"947,732,235","303,371,090","136,280,210","947,732,235","40,781,287",0,0,"704,470,635",0,"4,707,491","36,443,782","24,549,688","2,550,154","-40,036,333","41,653,937","79,309,250",62.02,0.0,61.23,0.00,"5,098.56",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),76.4,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),5.17,"36,443,782",3.48,23.6,N/A(IFRS)
82,DI동일,유통업,A001530,12,2011,Annual,"976,868,870","330,103,837","173,029,975","976,868,870","54,571,720",0,0,"776,168,097",0,"10,767,743","28,779,965","17,392,359","7,878,494","-26,547,404","9,429,089","86,897,917",60.03,0.0,66.59,0.00,"5,077.04",10.18,-21.03,-29.15,3.07,75.89,2.96,1.32,2.07,0.81,3.71,"28,779,965",2.24,24.11,2.18
83,DI동일,유통업,A001530,12,2012,Annual,"919,993,876","286,965,008","147,818,966","919,993,876","41,424,165","172,796,162","27,204,276","752,261,690",0,"10,213,140","-1,187,067","-5,288,493","23,047,406","12,786,841","-32,531,618","82,327,186",60.99,21.74,63.96,35.64,"4,849.03",-3.08,적전,적전,-5.82,76.94,-0.92,1.31,2.01,0.79,-0.16,"-1,187,067",-0.70,23.06,-0.82
84,DI동일,유통업,A001530,12,2013,Annual,"994,215,519","312,590,170","160,206,808","994,215,519","37,465,736","199,691,410","43,299,092","773,111,419","176,500","9,223,115","28,033,883","14,777,664","15,730,894","-31,023,758","35,218,121","83,585,237",57.18,24.44,74.87,42.74,"4,898.86",2.77,흑전,흑전,8.07,73.61,2.62,1.37,1.97,0.81,3.63,"28,033,883",1.91,26.39,6.96
85,DI동일,유통업,A001530,12,2014,Annual,"984,816,252","292,678,829","151,225,319","984,816,252","39,852,482","210,834,720","57,125,710","764,599,768","269,864","9,299,628","14,067,439","4,214,217","5,060,563","-10,655,615","13,175,243","86,917,448",56.94,27.21,75.62,47.79,"4,822.37",-1.10,-49.82,-71.48,-0.95,75.02,0.75,1.35,1.80,0.77,1.84,"14,067,439",0.55,24.98,1.29
86,DI동일,유통업,A001530,12,2015,Annual,"978,717,602","289,599,805","138,147,180","978,717,602","31,858,919","230,910,745","64,843,361","774,113,876","378,901","8,573,101","10,420,711","-7,462,619","25,667,394","-22,270,016","19,465,055","80,527,034",55.85,30.22,79.05,54.11,"4,601.90",1.24,-25.92,적전,-0.62,76.74,-1.35,1.40,1.81,0.79,1.35,"10,420,711",-0.96,23.26,1.61
87,DI동일,유통업,A001530,12,2016,Annual,"986,880,679","340,399,498","152,581,071","986,880,679","37,454,454","228,895,200","69,463,739","822,414,467","642,828","10,231,708","17,269,240","1,088,501","8,574,040","528,061","-8,736,125","93,193,181",54.96,30.23,81.95,55.01,"4,460.46",6.24,65.72,흑전,0.83,76.18,0.20,1.51,1.88,0.84,2.10,"17,269,240",0.13,23.82,-5.95
88,DI동일,유통업,A001530,12,2017,Annual,"931,120,054","287,064,454","144,294,817","931,120,054","40,560,437","213,395,776","48,113,346","847,124,067","575,596","11,272,428","21,954,609","-4,101,891","35,503,362","-12,924,035","-40,375,734","98,536,769",55.97,28.09,78.66,50.18,"4,291.25",3.00,27.13,적전,-5.65,74.99,-0.77,1.59,1.98,0.88,2.59,"21,954,609",-0.48,25.01,0.15
89,DI동일,유통업,A001530,12,2018,Annual,"947,634,081","318,892,189","166,132,796","947,634,081","37,478,966","240,766,295","32,813,761","909,348,930","429,441","11,722,776","44,454,004","13,824,872","29,577,224","-12,778,137","-12,760,510","101,491,761",54.10,28.87,84.86,53.37,"4,181.14",7.35,102.48,흑전,1.77,73.02,2.67,1.76,2.15,0.97,4.89,"44,454,004",1.52,26.98,-4.48
90,DL,화학,A000210,12,2010,Annual,"9,743,169,232","6,446,652,628","1,220,318,641","9,743,169,232","1,132,445,000","680,206,000","173,946,443","7,437,579,437",0,"24,075,000","387,609,050","357,959,926","600,903,608","-436,513,546","-78,427,323","992,338,732",43.52,19.37,129.78,44.52,"1,812.10",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),88.2,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),5.21,"387,609,050",4.81,11.8,N/A(IFRS)
91,DL,화학,A000210,12,2011,Annual,"10,764,643,410","7,158,837,863","1,378,300,987","10,764,643,410","1,390,620,000","469,366,000","577,693,653","7,988,145,801",0,"24,650,000","437,456,651","379,837,529","501,202,510","-646,538,398","189,714,696","858,998,000",43.08,18.46,132.13,42.84,"1,921.46",7.40,12.86,6.11,10.48,88.36,8.56,1.80,1.37,0.78,5.48,"437,456,651",4.76,11.64,17.95
92,DL,화학,A000210,12,2012,Annual,"11,006,469,363","7,292,090,328","1,154,687,292","11,006,469,363","1,510,322,000","336,368,000","378,504,000","10,253,347,411",0,"9,706,000","486,051,971","400,787,862","816,888,129","-332,656,984","-331,413,586","987,232,429",44.69,13.66,123.77,30.57,"2,087.04",28.36,11.11,5.52,2.25,89.92,8.39,2.15,1.68,0.94,4.74,"486,051,971",3.91,10.08,-7.20
93,DL,화학,A000210,12,2013,Annual,"10,783,047,096","6,933,025,544","1,036,183,567","10,783,047,096","1,612,364,000","327,261,000","415,848,000","9,846,917,119",0,"9,505,000","39,658,239","-10,332,432","34,694,667","-269,731,488","320,313,170","1,126,780,129",45.17,17.1,121.40,37.86,"2,057.46",-3.96,-91.84,적전,-2.03,94.83,-0.21,2.01,1.64,0.90,0.40,"39,658,239",-0.10,5.17,-7.58
94,DL,화학,A000210,12,2014,Annual,"10,596,719,329","6,423,125,534","933,605,182","10,596,719,329","1,489,924,811","325,936,000","799,386,533","9,294,733,962",0,"10,156,000","-270,236,201","-440,509,288","31,727,120","-348,620,305","124,892,918","939,757,997",42.14,17.98,137.31,42.66,"1,835.07",-5.61,적전,적지,-1.73,97.89,-9.44,1.99,1.54,0.87,-2.91,"-270,236,201",-4.74,2.11,-4.32
95,DL,화학,A000210,12,2015,Annual,"12,064,893,870","7,177,289,251","829,385,505","12,064,893,870","1,575,599,591","538,644,265","832,807,278","9,513,673,300",0,"9,750,000","271,768,395","216,969,093","384,858,216","-102,005,211","510,682,475","1,153,194,000",39.83,24.49,151.05,61.48,"1,888.46",2.36,흑전,흑전,13.85,91.83,4.68,2.05,1.42,0.84,2.86,"271,768,395",2.28,8.17,36.51
96,DL,화학,A000210,12,2016,Annual,"12,391,509,195","6,495,943,352","901,945,573","12,391,509,195","1,621,956,295","305,319,660","1,079,020,317","9,853,769,999",0,"11,865,000","419,387,736","293,195,326","146,996,141","-699,424,711","-46,270,010","1,420,868,000",41.52,22.82,140.83,54.96,"2,010.27",3.57,54.32,35.13,2.71,90.1,5.89,1.98,1.36,0.81,4.26,"419,387,736",2.98,9.9,7.24
97,DL,화학,A000210,12,2017,Annual,"13,402,454,876","6,727,694,115","718,074,899","13,402,454,876","1,617,317,770","164,688,530","1,357,231,023","12,335,536,233",0,"17,999,000","545,898,850","507,998,796","437,640,063","-237,424,755","153,865,438","1,649,066,519",42.49,23.54,135.37,55.40,"2,217.74",25.19,30.17,73.26,8.16,90.3,9.37,2.28,1.65,0.96,4.43,"545,898,850",4.12,9.7,5.44
98,DL,화학,A000210,12,2018,Annual,"12,833,716,732","6,366,648,561","998,864,025","12,833,716,732","1,217,807,484","186,862,756","1,033,833,000","10,984,485,292",0,"10,673,000","845,358,146","678,088,774","1,104,521,755","-380,818,178","-525,617,963","1,011,555,123",47.14,20.72,112.12,43.95,"2,366.83",-10.95,54.86,33.48,-4.24,87.07,11.55,1.87,1.52,0.84,7.70,"845,358,146",6.17,12.93,-0.04
99,DN오토모티브,전기전자,A007340,12,2010,Annual,"747,482,027","372,160,321","74,735,849","747,482,027","47,930,982","172,512,865","23,541,685","477,868,220","192,909","123,413","42,441,824","56,833,092","47,460,073","-61,480,615","42,100,581","77,069,399",60.83,26.23,64.39,43.12,"3,770.54",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),83.48,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),8.88,"42,441,824",11.89,16.52,N/A(IFRS)
100,DN오토모티브,전기전자,A007340,12,2011,Annual,"740,062,652","381,955,931","110,739,903","740,062,652","38,545,833","145,186,160","11,917,524","562,794,298","439,964","40,501","51,802,639","52,783,691","3,212,672","62,158,818","-53,265,246","103,763,204",68.32,21.23,46.37,31.07,"4,204.70",17.77,22.06,-7.13,-0.99,83.08,10.99,1.17,2.13,0.76,9.20,"51,802,639",9.38,16.92,36.97
