,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),매출채권(천원)_증가율(%),재고자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),매입채무(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),재무활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율
43,CJ제일제당,음식료품,A097950,12,2022,Annual,30013241845.0,9788044124.0,2914499020,3201446372,11912532880.0,30013241845.0,18484219204.0,9749512896,2562314004,2842769156,1772536200,11529022641.0,30079513121.0,23524738847.0,1664708210,63831140,244036645,802674084,1627293112,-1498466429,551586831,38.41,38.71,160.33,100.77,78.21,7.19,5.53,1664708210.0,21.79,11.757002454415822,26.69621682096861,11.405483567427632,36.916253452351015,6.734843598395646,11.757002454415822,15.173623026044524,23.164171162681345,19.009737052871746,6.683034710227953,14.417636712622727,9.20205414144888,-10.053766399498599,-3.5054447640523123,139.61690297836077,-143.30059576275406,1.002208067903569,2.609025418514659,1.627307747707881
44,CJ제일제당,음식료품,A097950,12,2023,Annual,29606279551.0,9580237559.0,2733206062,2649405658,11875428266.0,29606279551.0,17826337301.0,9555630305,2169407256,2471827919,1445603057,11779942250.0,29023472909.0,22970895588.0,1291582413,49832662,205235135,559462096,2444759803,-702741211,-1658229045,39.79,37.79,151.33,94.98,79.15,4.8,4.45,1291582413.0,20.85,-1.3559424739976844,-2.123065265822255,-6.220381504880379,-17.243478411138604,-0.31147543829486146,-1.3559424739976844,-3.559154410253007,-1.9886387460397725,-15.33405926778052,2.176417002666553,-3.510828808138944,-22.413885794436005,-30.30021684367724,50.23475395869554,-53.10263897810687,-400.62883154656026,0.9803147625828482,2.463804345815023,1.6281231763393076
46,CR홀딩스,비금속광물,A000480,12,2020,Annual,1246277916.0,450746862.0,93409357,101479952,362853913.0,1246277916.0,513632072.0,405247142,53951659,241442709,41409407,732645844.0,705226744.0,604140693.0,22921569,4209502,0,39702329,94056796,-142486301,108000410,58.79,23.79,70.11,40.47,85.67,5.53,3.25,22921569.16,14.33,16.577053495958683,23.234413663528585,-13.35406604265148,-18.772459499611383,-1.9842397975837645,16.577053495958683,40.44141595536068,44.51435422437944,-8.891868392499392,4.167786816182528,-6.858119576608757,7.467817537575416,23.244146331825235,17.50771562628879,103.4184451312004,502.9170467448744,0.5658663568904964,0.9625752330071226,1.373019292299956
47,CR홀딩스,비금속광물,A000480,12,2021,Annual,1349335977.0,415565059.0,104709273,119758226,420831582.0,1349335977.0,560656513.0,448165791,68761084,227472243,614505,788679464.0,746291405.0,631047378.0,33138448,2474677,0,33396173,54726493,-60335704,2648453,58.45,23.86,71.09,40.81,84.56,4.39,4.44,33138447.6,15.44,8.269268008115782,-7.8052241659310795,12.097199213136655,18.011709347280735,15.978239981113273,8.269268008115782,9.155277398643435,10.590734530090785,27.449433946044177,7.648118181367858,5.822901832548766,44.573209626269474,-15.88359211873943,-41.81548242404515,-57.6550843298262,-97.5477380132168,0.5530804912348379,0.9462543898569166,1.3311027120806853
48,CR홀딩스,비금속광물,A000480,12,2022,Annual,1620442053.0,460349349.0,113821279,138598909,367059923.0,1620442053.0,793378122.0,551300892,63858890,363668141,151450047,827063931.0,798039613.0,678382457.0,22597869,4051166,0,49575575,9061843,-125586098,132604034,51.04,35.21,95.93,68.99,85.01,6.14,2.83,22597868.69,14.99,20.09181409382965,10.77672172626043,8.702195840859295,15.732266274552199,-12.777477095338341,20.09181409382965,41.5087675972472,23.012711606093994,-7.129314598937963,4.866928676616333,6.934048503479673,-31.807702641958368,48.44687443678053,-83.44157920004119,108.14557496503232,4906.848677322196,0.4924826602238272,0.9649068023497207,1.0058754972827446
49,CR홀딩스,비금속광물,A000480,12,2023,Annual,1621801859.0,431029759.0,132530658,128924371,382958819.0,1621801859.0,795117752.0,710420110,69532517,435011749,31679914,826684107.0,816904446.0,673199955.0,39415273,3773958,0,26857674,28186392,-60872782,-6374544,50.97,35.88,96.18,70.39,82.41,3.25,4.82,39415273.35,17.59,0.08391574369983612,-6.368986958206824,16.437505503694094,-6.980241092662565,4.331417025878914,0.08391574369983612,0.2192687133361515,28.862499645656303,8.884631411538791,-0.0459243821140598,2.363896815733635,74.420309277835,-45.82478569335807,211.04480622760735,-51.529044241823655,-104.80720217003352,0.5037017570714228,0.9881700144986578,1.0274005880829586
51,CS홀딩스,기타금융,A000590,12,2020,Annual,323725568.0,189858509.0,16303358,31197094,34338466.0,323725568.0,28164319.0,18974455,6127295,2070896,0,295561249.0,131637085.0,98462604.0,15901270,164871,9863,11835399,19478813,19294489,-3055358,91.3,0.77,9.53,0.85,74.8,4.07,12.08,15901269.82,25.2,3.0016893901936292,-2.5268563055299897,-10.842087101370534,10.390363948470638,-14.9609343937391,3.0016893901936292,0.09068972379775442,-0.8381209384270449,-15.499246190822669,3.2879422673864456,-2.470468694601735,-6.601687778285648,-28.719128021309704,1.0160929790522522,55.26700637203057,-58.82407244065667,0.40663172147094667,0.44538005386490975,4.673895541376306
52,CS홀딩스,기타금융,A000590,12,2021,Annual,353716996.0,189086293.0,23921662,45133423,35334454.0,353716996.0,41521128.0,29190456,10692015,3334477,0,312195868.0,159017955.0,118076365.0,19647702,125429,9709,21065821,8113505,-43981538,-4590077,88.26,1.15,13.3,1.3,74.25,6.93,12.36,19647701.65,25.75,9.2644606928298,-0.40673236299353377,46.72843471878616,44.67188193874725,2.9005023113146677,9.2644606928298,47.42457646499459,53.840813873178426,74.49812682431644,5.628146130888756,20.800270683599532,23.560583525718393,77.98995200753265,-58.34702556054109,-327.94870597505843,50.23041489737046,0.449562663932609,0.5093531699144718,3.8298081641712622
53,CS홀딩스,기타금융,A000590,12,2022,Annual,364121571.0,213280099.0,23841226,47232515,34386484.0,364121571.0,33693421.0,22982073,7222652,3498022,0,330428150.0,175266452.0,141658049.0,15632045,111506,9525,18788498,17143930,4595962,-3457306,90.75,1.06,10.2,1.17,80.82,5.85,8.92,15632045.33,19.18,2.941497049239894,12.795113604559383,-0.3362475399911635,4.6508592977758445,-2.6828488703971476,2.941497049239894,-18.85234668961787,-21.268537223262285,-32.44816809553671,5.8400138723168515,10.218026637306465,-20.438303675412016,-10.810511491576802,111.30115776104161,-110.44975280309662,-24.67869275395598,0.4813404806495246,0.530422277884012,5.201800434571485
54,CS홀딩스,기타금융,A000590,12,2023,Annual,383909711.0,236509696.0,22914568,42387192,32806870.0,383909711.0,36702820.0,25133517,7189536,657115,0,347206891.0,171965240.0,134650387.0,19128718,89775,8582,22145558,28244135,-51793562,-7824023,90.44,0.39,10.57,0.43,78.3,6.54,11.12,19128717.94,21.7,5.4344871537423955,10.891591437230153,-3.886788372376493,-10.258448020394429,-4.593706061951552,5.4344871537423955,8.9317110304709,9.361400949339949,-0.45850194637648833,5.0778788066331515,-1.8835390129310126,22.368621635876806,17.867633698021002,64.74714374125419,-1226.9362540421353,126.30403556989171,0.4479314668859731,0.49528175983120104,4.685341344343568
56,DB,서비스업,A012030,12,2020,Annual,472491491.0,88595763.0,48254799,1431330,1853998.0,472491491.0,158786944.0,117921290,17834671,3893183,0,313704547.0,272445840.0,209303874.0,26874196,0,12077934,6271086,18194187,-8980670,-15059994,66.39,17.38,50.62,26.18,76.82,2.39,9.86,26874196.0,23.18,30.106268307968207,5.57737738019255,47.5028764021314,-80.28383084864944,-10.030931146898203,30.106268307968207,4.350499352608983,99.16282942091254,53.32405548791177,48.68133604884617,14.230377817596928,45.32083203329258,42.37951942633033,-41.31894586120431,2.607252283383743,-41.71008512304925,0.5766153363384061,0.8684790915701964,1.7157949711532958
57,DB,서비스업,A012030,12,2021,Annual,601998919.0,84468030.0,43747534,3438673,1642245.0,601998919.0,164214797.0,50552474,12346779,4120000,600000,437784123.0,326914605.0,265096737.0,23472667,0,12929409,21705064,18587525,-1050625,-19402734,72.72,11.22,37.51,15.43,81.09,5.78,7.18,23472667.41,18.91,27.409473073452652,-4.659063661994766,-9.340552843251926,140.24320038006607,-11.421425481580883,27.409473073452652,3.418324493983582,-57.130324812423616,-30.770918061790987,39.553005267724096,19.992511172128747,-12.657230750270632,246.11332072307732,2.16188829981796,-88.30126260067456,28.836266468632065,0.5430484917531887,0.746748426507007,1.9907743453837476
58,DB,서비스업,A012030,12,2022,Annual,414317385.0,114707456.0,53537541,5729621,1866495.0,414317385.0,129333891.0,110484852,25983981,6309634,0,284983494.0,401345502.0,334566971.0,23608623,0,13092259,5713048,27104962,-242761,-17403779,68.78,12.87,45.38,18.71,83.36,1.58,5.88,23608623.38,16.64,-31.176390534349117,35.7998475873061,22.378420232783867,66.62302580094124,13.655088004530391,-31.176390534349117,-21.241024948561726,118.55478724938368,110.45149508223969,-34.90319108717426,22.767687910425405,0.5792098528897505,-73.67873229952235,45.82340575197612,-76.89365853658536,-10.302439852033219,0.9686909517446389,1.4083113950452162,3.1031734906978095
59,DB,서비스업,A012030,12,2023,Annual,879384842.0,315718515.0,84519919,1484606,3185633.0,879384842.0,484173981.0,436432733,40423557,178096661,0,395210861.0,458583863.0,373820998.0,37022768,0,10020601,20304877,52445093,-1218424,133148846,44.94,21.87,122.51,48.66,81.52,5.97,8.07,37022768.32,18.48,112.2490809793077,175.23800632454095,57.870379216707015,-74.08893188572159,70.67460668257883,112.2490809793077,274.35971133041994,295.01590046027303,55.57106895975639,38.6785092192041,14.261617662280424,56.818836913953,255.412329810637,93.48890066697012,401.90269441961436,-865.0570947838396,0.5214825649678415,1.160352379587058,0.9471468542213961
61,DB하이텍,전기전자,A000990,12,2020,Annual,1178581197.0,459208127.0,102419519,51848770,674684075.0,1178581197.0,383996685.0,261704001,36813081,15209836,96717358,794584513.0,935919766.0,577034944.0,239335181,58511000,0,166025591,309982630,-265310218,-75974562,67.42,15.09,48.33,22.38,61.65,23.07,25.57,239335181.3,38.35,8.236957144451562,7.7287199363043735,0.3909472386145474,0.02108305397980903,9.424707147789935,8.236957144451562,-13.5608049161276,19.110365130450745,20.126575599351582,23.258142126047087,15.915373943291723,32.016268125132896,58.66813073752526,92.44214264398572,114.03821537823985,7.094923468377656,0.7941071589995848,1.177873153437613,2.437312098150014
62,DB하이텍,전기전자,A000990,12,2021,Annual,1549937896.0,815161899.0,134935586,66017138,657794905.0,1549937896.0,443888190.0,335336853,44247176,33620488,96499920,1106049706.0,1214682040.0,679485437.0,399106778,64222000,0,316891852,393129115,-252766500,-4884073,71.36,11.08,40.13,15.53,55.94,33.35,32.86,399106778.3,44.06,31.508792092158245,77.51469346273134,31.74792004246769,27.326333874458353,-2.5032708827461225,31.508792092158245,15.596880738697006,28.13592903380946,20.1941668506366,39.19849781919926,29.784847390433256,66.75641931638961,90.86928110980193,26.82294972463457,-4.7279437989832696,-93.57143645000546,0.7836972327309301,1.09821650275815,2.7364594674167835
63,DB하이텍,전기전자,A000990,12,2022,Annual,2142165862.0,1327330066.0,122007611,79031920,752946807.0,2142165862.0,507381719.0,416099502,48542143,26652892,68499960,1634784144.0,1669476722.0,741652223.0,761884807,77174000,0,556227096,730905288,-708793931,-45816866,76.31,6.58,31.04,8.62,44.42,40.59,45.64,761884807.4,55.58,38.209786826194225,62.83023870820046,-9.580849191257823,19.71424753372375,14.465284129861121,38.209786826194225,14.303946451019577,24.08403617958448,9.706759590713766,47.803858645029095,37.441459330377526,90.89748633635082,75.52584343506565,85.91990776363639,180.41450548233252,838.0872480816729,0.7793405504283963,1.021221503846443,3.290376179280515
64,DB하이텍,전기전자,A000990,12,2023,Annual,2043378694.0,1027982955.0,109613110,81645552,950915130.0,2043378694.0,303296256.0,220150412,50101344,13123799,46833320,1740082438.0,1154223639.0,712204456.0,265437456,84040000,0,264149251,224258156,27488935,-146697210,85.16,5.63,17.43,6.61,61.7,15.65,23.0,265437456.4,38.3,-4.6115555173570355,-22.552575178388224,-10.158793290362844,3.307058717540956,26.292471282104792,-4.6115555173570355,-40.22325900945596,-47.09188284488742,3.21205637748625,6.44111299870791,-30.86314868665776,-65.16042142312992,-52.51053878899852,-69.31775434083328,-103.87826895769511,220.181677201579,0.5648603669937258,0.6633154922973827,3.8055980453645954
66,DI동일,유통업,A001530,12,2020,Annual,882559328.0,263486688.0,102707461,98734110,298161405.0,882559328.0,365891604.0,238880922,28036831,184305563,17056253,516667724.0,679668086.0,592409442.0,26370790,1941559,821020,24047324,34505039,9797815,-39750459,58.54,25.73,70.82,43.95,87.16,4.75,3.88,26370789.95,12.84,-0.6613440934684522,2.7133225504494263,12.935579001028174,-3.338509544800017,-2.8541470877528563,-0.6613440934684522,-6.897638933303374,-9.866683763556583,12.097637843002463,4.285533016683418,-0.7677475299896819,51.24258377223148,76.11966161634027,-32.76373698824868,-143.27525867702323,48.25472082336029,0.770110364750459,1.315483925990314,1.8575667726991625
67,DI동일,유통업,A001530,12,2021,Annual,993144117.0,349477508.0,113828630,142126368,295866911.0,993144117.0,419638628.0,306523415,42899050,230615812,16309032,573505490.0,813085258.0,701450573.0,48592980,2505024,1202003,46334632,23170994,-17650248,11892021,57.75,25.26,73.17,43.75,86.27,8.5,5.98,48592979.66,13.73,12.530011920059847,32.63573604143524,10.828004987875218,43.948598918853875,-0.7695476213629981,12.530011920059847,14.689329684646157,28.31640653161913,53.009625089226375,11.000835422806476,19.629753808979046,84.26819977710187,92.68103178549099,-32.84750670764348,-280.14473635193156,-129.91668850918174,0.8186981567751662,1.4177462503453977,1.9375843970207622
68,DI동일,유통업,A001530,12,2022,Annual,997884899.0,335150513.0,112756753,137798543,296508119.0,997884899.0,378689104.0,269797533,31549697,204235509,6649435,619195795.0,829928717.0,723449679.0,44754403,1830474,1425503,57491368,38954775,-38471234,-7311474,62.05,24.07,61.16,38.8,87.17,9.64,5.39,44754402.51,12.83,0.4773508616574773,-4.099547087304966,-0.9416585265060284,-3.045054243558798,0.21672176784919284,0.4773508616574773,-9.75828278611186,-11.981427911469666,-26.455954152830884,7.9668470130948466,2.0715489346628813,-7.899447615684407,24.078611436905327,68.11870479099862,117.96426883067026,-161.48218204458266,0.8316878207413378,1.3403332575926166,2.1915833020640596
69,DI동일,유통업,A001530,12,2023,Annual,975653235.0,307955942.0,98437923,115217109,295912929.0,975653235.0,370119040.0,290898144,28041555,206180126,5863883,605534194.0,682872127.0,620543126.0,6304538,2279833,1466325,5995806,38438794,-23237433,-12787760,62.06,25.04,61.12,40.35,90.87,0.98,0.92,6304538.05,9.13,-2.227878588229848,-8.114136766963565,-12.698866913984297,-16.38728066957863,-0.2007331205659213,-2.227878588229848,-2.263087030885369,7.820905834598579,-11.119415821964951,-2.2063458941932845,-17.71918322474435,-85.91303295901412,-89.5709456765753,-1.3245641901410088,-39.597900602824446,74.8998902273331,0.6999127379514095,1.1277185231921023,1.8450067497203062
71,DL,화학,A000210,12,2020,Annual,13901859840.0,9327817395.0,203873006,145507033,1457813307.0,13901859840.0,10690535920.0,8367655726,140934000,153133577,1200064563,3211323920.0,1566148812.0,1251799226.0,119049766,0,329000,572657163,1366185206,-1475144250,368863111,23.1,17.14,332.9,74.22,79.93,11.51,7.6,119049765.7,20.07,3.39626662935959,38.40142725111424,-72.98234234255055,-87.00933076187296,-27.735899055822422,3.39626662935959,59.35765436032781,95.89771234000676,-88.87066011841833,-52.33095322317152,-5.678305804530925,-12.454258179202215,-19.378996787451243,43.47555451796674,974.4568700048742,-195.37333814407086,0.11265750266692373,0.4876956828447253,0.14649862492581195
72,DL,화학,A000210,12,2021,Annual,8180715294.0,2512731845.0,263539391,329716748,1508445024.0,8180715294.0,3793988664.0,1460930582,266381624,535861675,1394066335,4386726630.0,2358774797.0,1937318660.0,193162085,0,442000,728618667,300778141,-175168342,497735394,53.62,36.25,86.49,67.6,82.13,19.18,8.19,193162085.4,17.87,-41.15380684200597,-73.06195288142217,29.26644687821005,126.59849575793358,3.4731276465155725,-41.15380684200597,-64.51077202872351,-82.54074223607704,89.01161110874594,36.60181094406696,50.60987684738607,62.253225260434355,27.234707618596566,-77.9840873931993,-88.12534150473759,34.93769887984273,0.2883335640258745,0.5377072692127159,0.6217137176454146
73,DL,화학,A000210,12,2022,Annual,12004032770.0,3002744413.0,606577254,1155096118,3600621634.0,12004032770.0,7401228917.0,2323118787,676393420,575543000,3752956000,4602803853.0,5173707170.0,4167603808.0,284470889,66466000,1450000,98152635,227911058,-2299569337,1204547617,38.34,44.89,160.8,117.07,80.55,2.18,5.5,284470889.0,19.45,46.73573567343365,19.50118827741445,130.16568858960446,250.32982855939122,138.6975711220882,46.73573567343365,95.07778152391444,59.0163704985676,153.91894900377966,4.925705229094701,119.33875063359851,47.2705624398287,-86.52894312958908,-24.2261896950816,1212.7767898836423,142.00561814979147,0.430997421377416,1.1240338140040225,0.6990335291638433
74,DL,화학,A000210,12,2023,Annual,12119563560.0,2818251797.0,557337843,1000698204,3962864417.0,12119563560.0,7586162396.0,3123550526,581059023,970331000,3377112000,4533401164.0,5017815821.0,4091724341.0,150696392,84904000,2236000,-120978169,325036281,-587632974,240970367,37.41,47.63,167.34,127.35,81.54,-2.65,3.0,150696392.0,18.46,0.9624331440408085,-6.144133187002621,-8.117582826473747,-13.366672400157785,10.060562309002673,0.9624331440408085,2.4986861111027547,34.455049973301264,-14.094518690025104,-1.5078350330910761,-3.01314596821296,-47.02572466035356,-223.25514134184985,42.61540613795054,-74.44595539934355,-79.99494884227562,0.4140261153925579,1.1068545755109354,0.6614432382367366
76,DN오토모티브,전기전자,A007340,12,2020,Annual,961755008.0,476131998.0,148462760,131914944,297018824.0,961755008.0,307077824.0,290885880,107090115,121971560,8106175,654677184.0,803096377.0,679033394.0,69581437,258243,112262,48427398,105541543,-48012398,-13606370,68.07,14.56,46.91,21.39,84.55,7.56,8.66,69581437.12,15.45,5.484948448904903,10.245947412169754,7.936666128689773,-3.675069829853661,-7.132440644787941,5.484948448904903,7.503295156183243,8.388675722840366,6.375463362041134,4.564121678323341,-13.624428503659768,-13.272445731833571,-29.085802003891338,16.55879448206321,-48.885203753991455,-53.76566168557264,0.8350321758865227,1.2267059195391175,2.6152861399721266
77,DN오토모티브,전기전자,A007340,12,2021,Annual,1484962433.0,1077073233.0,161016944,184422721,290539800.0,1484962433.0,770989552.0,558066307,100818820,393468486,3517843,713972881.0,930752730.0,780624256.0,89645343,389104,652529,85081181,40896237,-67941301,445348330,48.08,40.8,107.99,84.87,83.87,12.43,9.63,89645343.41,16.13,54.401320569988656,126.21315885600279,8.456116537238035,39.80426736185401,-2.181351307215462,54.401320569988656,151.07301528878884,91.85060031102232,-5.856091386212448,9.057242019297252,15.895520968089238,28.83514176345625,75.68811151076092,-61.251052583152024,41.50782679090512,-3373.087017330853,0.6267853713441383,1.3036247661064875,1.2072183437318487
78,DN오토모티브,전기전자,A007340,12,2022,Annual,4591590752.0,1775650460.0,385312108,659977419,711569595.0,4591590752.0,3460082192.0,1358459214,340103270,521110576,1872331503,1131508560.0,3156376224.0,2423676521.0,421528486,52019461,11639832,184899013,152952368,-1745898296,1539563938,24.64,58.96,305.79,239.25,76.79,20.04,13.35,421528485.9,23.21,209.20585261701365,64.85884205424313,139.29910631020297,257.86123066690897,144.91294996417014,209.20585261701365,348.78457600680946,143.42254620291922,237.34105398178636,58.48060761288214,239.12081289302262,370.2179409364299,117.32069398519513,274.0010798548532,2469.71572563793,245.6988236601224,0.6874254249739372,2.789529249341251,0.9122257937391794
79,DN오토모티브,전기전자,A007340,12,2023,Annual,4567386501.0,1740312508.0,414269401,626773902,749158638.0,4567386501.0,3172968753.0,1404917464,318353344,542662849,1634874106,1394417749.0,3269243065.0,2443559361.0,490389697,66152180,10380908,283445371,356302607,-89884641,-334690063,30.53,53.06,227.55,173.78,74.74,22.44,15.0,490389697.2,25.26,-0.5271430383785192,-1.9901412353420023,7.515282390243505,-5.03100803817047,5.282553282788882,-0.5271430383785192,-8.29787915627641,3.419922329740266,-6.3950946428712685,23.23528060627309,3.57583611680381,16.336075327540268,53.297395373332805,132.95004298331622,-94.85166798054999,-121.73927660547736,0.7157798150614625,2.3445219822714694,1.0303420296556574
