종목명,2011통합등급,2011환경,2011사회,2011지배구조,2012통합등급,2012환경,2012사회,2012지배구조,2013통합등급,2013환경,2013사회,2013지배구조,2014통합등급,2014환경,2014사회,2014지배구조,2015통합등급,2015환경,2015사회,2015지배구조,2016통합등급,2016환경,2016사회,2016지배구조,2017통합등급,2017환경,2017사회,2017지배구조,2018통합등급,2018환경,2018사회,2018지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2024통합등급,2024환경,2024사회,2024지배구조,종목코드,시장구분,업종명,시가총액
HDC현대산업개발,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B+,B+,B+,B이하,B+,B+,B+,B이하,,,,,C,C,C,B+,B,B,C,B+,C,D,C,B,B+,B+,A,B,B+,B+,A,B,294870,KOSPI,건설업,1065060000000.0
HMM,A,A,A,A,B+,B,B+,B+,B+,B+,B+,B+,B이하,B,B이하,B+,B이하,D,B+,B+,B이하,D,B+,B+,B+,B+,B+,B이하,B+,B,B+,B+,A,A,A+,A,A,A,A+,A,A,A+,A,B+,A,A+,A+,B+,A,A+,A+,B+,11200,KOSPI,운수창고업,11107300000000.0
한일현대시멘트,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,,,,,,,,,B이하,D,B이하,B+,B이하,C,B이하,B+,B이하,C,B+,B+,B+,B,B+,B+,B+,B+,B+,B+,B+,B+,B+,B,B+,A,A+,B,B+,A,A+,B,6390,KOSPI,비금속광물,287982000000.0
현대약품,B이하,B+,B이하,B이하,B+,B+,B+,B+,B이하,B,B이하,B이하,B+,B+,B이하,B+,B이하,B+,B이하,B이하,B이하,B,B+,B이하,B+,B+,B+,B이하,B이하,B,B+,B이하,B,B,B+,B,B,C,B,B+,D,D,C,D,C,C,C,B,C,C,C,B,4310,KOSPI,의약품,121280000000.0
현대엘리베이,B+,B+,B+,B이하,B+,B+,B이하,B+,B+,B+,B+,B이하,B이하,B,B+,B이하,B이하,D,B+,B이하,B+,C,B+,A,A,B+,A,A,A,B+,A,A,A,B+,A,A,A,B+,A,A,B,C,B,B,B+,B+,A,B+,B+,B+,A,B+,17800,KOSPI,기계,1581290000000.0
현대차,A+,A,A+,A,A,A,A,A,A,B+,A,A,B+,B+,B+,B이하,B이하,C,B+,B+,B+,C,A,A,B+,B,B+,B+,B+,B,B+,A,A,A,A+,A,A,A,A,A,B+,A,B+,B,A,A,A,B+,A,A,A,B+,5380,KOSPI,운수장비,51307000000000.0
현대제철,A,B+,A,B+,A,B+,A,A,B+,B+,B+,B+,B+,B+,A,B+,B+,B,B+,B+,B이하,C,B이하,B+,B이하,B,B이하,B+,B이하,C,A,B+,B+,B+,B,B+,B+,B+,B+,A,A,A,A,B+,A,A+,A,B+,A,A+,A,B+,4020,KOSPI,철강금속,4276940000000.0
현대코퍼레이션,,B,,,B이하,B,B이하,B이하,B+,B+,B+,B이하,B이하,B+,B+,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B,D,B,B,B+,B+,A,B+,B,C,B,B,B+,B,B+,B+,B+,B,B+,B+,11760,KOSPI,유통업,218543000000.0
HD현대중공업,B이하,A,B이하,B+,B+,B+,B이하,B+,A,B+,A,A,A,A,B+,A,B+,B+,B이하,A,A,B+,A+,A,B+,B+,B이하,A,B+,B+,B+,A,,,,,-,-,-,-,B+,B+,A,B+,A,A,A,B+,A,A,A,B+,329180,KOSPI,운수장비,10883600000000.0
현대차증권,,B,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,A,B이하,B이하,B이하,A,B이하,B이하,B이하,A,B이하,B이하,B이하,B+ 이하,B이하,B이하,A,B,A+,A,A,B+,A+,A,A,B+,A+,B+,A,B+,A+,B+,A,B+,A+,B+,1500,KOSPI,증권,274314000000.0
현대페인트,B이하,C,B이하,B이하,B이하,C,B이하,B이하,,,,,,,,,,,,,B이하,D,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현대하이스코,B이하,B+,B이하,B이하,B+,B+,B이하,B+,B+,B+,B+,B+,B+,B+,B이하,B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현대해상,A,A,A,B+,B+,A,A,B이하,B+,A,A,B이하,A,A,A,B+,B+,A,A,B이하,A,A+,B+,B이하,A,A,A,B+,A,A,A+,A,A,B+,A,A,A,A,A+,A,B+,A,A,B+,A,A,A+,A,A,A,A+,A,1450,KOSPI,보험,2749050000000.0
형지엘리트,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,D,B,C,C,D,B,B,D,D,C,D,D,D,D,D,D,D,D,D,93240,KOSPI,섬유의복,37697305580.0
혜인,B이하,C,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,B,C,C,B,B,B,B,D,D,D,D,D,D,D,D,D,D,D,D,3010,KOSPI,유통업,69284471150.0
호텔신라,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B이하,B+,B+,B+,B이하,A,A,A,B+,A,A,A,A,A,B+,A+,A,A,B+,A,A,A,A,A,A,A,A,A,A,8770,KOSPI,유통업,2276390000000.0
화성산업,B+,B+,B+,,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B+,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B,C,B,B+,B,C,B+,B+,B,C,B+,B,C,C,C,B+,C,C,C,B+,2460,KOSPI,건설업,101297000000.0
화승알앤에이,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,B,B이하,B+,B+,B+,B+,B+,B+,B,B+,B+,,,,,,,,,,,,,B,B,B+,B,B,B,B+,B,378850,KOSPI,운수장비,74265065930.0
화승인더,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B+,B이하,C,B이하,B이하,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,B,B이하,B+,B이하,D,B이하,B+,B,B,B,B+,B+,B,B+,A,C,C,C,B+,B+,B+,B+,B+,B+,B+,B+,B+,6060,KOSPI,화학,221003000000.0
화신,B이하,C,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,C,D,B+,B,B+,B+,A,B+,C,C,A,C,B+,B,A,B,B+,B,A,B,10690,KOSPI,운수장비,367363000000.0
화천기계,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,B,B,C,C,D,C,B,D,D,D,D,C,D,C,C,C,D,C,C,10660,KOSPI,기계,80960000000.0
화천기공,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,D,C,B,B,D,B,B+,D,D,D,C,C,D,C,C,C,D,C,C,850,KOSPI,기계,66880000000.0
환인제약,B이하,B,B이하,,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B,D,B+,B+,B,D,B,B+,B,D,B+,B+,B,C,C,B+,B,C,C,B+,16580,KOSPI,의약품,256495000000.0
황금에스티,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,D,D,C,C,C,D,C,B,C,D,D,B,C,D,D,B,C,D,D,B,32560,KOSPI,철강금속,116280000000.0
효성,B이하,B+,B이하,B+,B+,B+,B이하,B+,B+,B+,B+,B+,B이하,B,B+,B이하,B이하,C,B+,B+,B이하,D,B+,A,B이하,D,A,B+,B이하,C,B+,B+,B+,A,A+,B,A,A,A+,B+,B+,A,A+,B,A,A,A+,B+,A,A,A+,B+,4800,KOSPI,기타금융,1224230000000.0
효성ITX,B이하,C,B이하,,,B,B이하,,B이하,C,B+,B이하,B이하,B,B+,B이하,B이하,B+,B이하,B이하,B이하,B,B+,B이하,B이하,B+,B이하,B이하,B이하,B,B+,B이하,B+,C,B+,B+,B+,C,B+,B+,B+,B,A,B+,B+,B+,A+,B,B+,B+,A+,B,94280,KOSPI,서비스업,144478000000.0
후성,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B+,B이하,B,B이하,B+,B이하,C,B이하,B+,B이하,B,B이하,B+,C,B,C,C,B+,A,B,B,B,B,B+,B,B+,A,A,B,B+,A,A,B,93370,KOSPI,화학,748212000000.0
휴니드,B+,C,B+,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,C,B,B,B,C,B+,B+,D,D,C,C,D,C,D,D,D,C,D,D,5870,KOSPI,전기전자,103753000000.0
휴스틸,,B,,B이하,B이하,B,B이하,B+,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,B,B,C,C,C,C,B,D,D,D,C,C,C,C,C,C,C,C,C,5010,KOSPI,철강금속,251161000000.0
TKG휴켐스,B이하,B+,B이하,B+,B+,B,B+,B+,B+,B,B+,B+,B+,B,B+,B+,B이하,B,B이하,B+,B+,B,B+,A,B+,B,B+,B+,B이하,B,B이하,B+,C,B,B+,C,B+,B,A,B+,B,B,B+,B,B+,B+,A,B,B+,B+,A,B,69260,KOSPI,화학,791001000000.0
흥국화재,B이하,C,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B+,A+,B이하,B이하,B+,A,B이하,B이하,B이하,B+ 이하,B이하,B이하,B,D,A,B,B+,B,A,B,B+,C,B+,B+,B+,B,B+,B+,B+,B,B+,B+,540,KOSPI,보험,260825000000.0
흥아해운,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,D,D,C,D,D,D,C,D,C,C,B,C,B,B,B+,B,B,B,B+,B,3280,KOSPI,운수창고업,688817000000.0
동국제강,B이하,B+,B이하,B이하,B+,B+,B이하,B+,B+,B+,B이하,B+,B+,B+,B이하,B+,B이하,C,B이하,B+,B이하,C,B+,B+,B이하,C,B+,B+,B이하,B,B이하,B+,,,,,,,,,,,,,,,,,,,,,460860,KOSPI,철강금속,557594000000.0
동남합성,,C,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,D,C,B,C,D,C,B,C,D,D,B,D,D,D,C,D,D,D,C,23450,KOSPI,화학,108500000000.0
동방,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,B,C,C,C,B,D,B,D,C,C,D,C,C,B,D,C,C,B,D,4140,KOSPI,운수창고업,106497000000.0
동방아그로,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,D,C,B,C,D,C,B+,D,D,D,C,C,D,C,B,C,D,C,B,7590,KOSPI,화학,85654559330.0
동부건설,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,,,,,,,,,,,,,,,,,C,C,B,B,C,C,D,B+,C,C,B+,C,B+,B+,B+,B,B+,B+,B+,B,5960,KOSPI,건설업,113919000000.0
KG스틸,B+,B+,B+,B+,B+,B,B+,B+,B이하,C,B+,B+,B이하,B,B이하,B+,B+,B,B+,B+,B+,B,B이하,A,B+,B,B이하,A,B이하,B,B이하,B+,B,B,B+,B,B,B+,B,B,C,B,B+,D,B,B+,A,C,B,B+,A,C,16380,KOSPI,철강금속,696062000000.0
동성제약,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,C,D,B,B,C,D,C,B+,C,D,D,B,C,D,C,B,C,D,C,B,2210,KOSPI,의약품,136769000000.0
동성케미컬,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B+,B+,B,B,B+,B,B+,B,B+,B+,B+,B+,A,B,A,A+,A+,B+,A,A+,A+,B+,102260,KOSPI,서비스업,223604000000.0
동성화학,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,B,B+,B이하,B이하,B,B+,B이하,,,,,,,,,,,,,,,,,,,,,,,,
동아쏘시오홀딩스,B이하,B+,B이하,B이하,B+,B+,B이하,B+,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B+,B이하,B+,C,A,A,A,B+,A+,A,A,B,A,A,A,B+,A+,A,A,B+,A+,A,640,KOSPI,기타금융,721871000000.0
다스코,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B,C,B,B+,B,B,C,B+,D,D,D,C,C,C,C,C,C,C,C,C,58730,KOSPI,기계,65852614695.0
동아지질,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,C,C,C,C,D,D,B,D,D,D,D,D,D,D,D,D,D,D,D,28100,KOSPI,건설업,172707000000.0
동양,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,C,C,B,C,C,C,B+,D,D,D,C,D,D,D,C,D,D,D,C,1520,KOSPI,비금속광물,219112000000.0
동양고속,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B,C,B,B+,B,C,C,B+,D,D,D,D,C,C,D,C,C,C,D,C,84670,KOSPI,운수창고업,33588600400.0
TYM,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,C,B이하,B이하,B+,B,B+,B+,A,B+,A+,B+,B+,B,B+,B+,B+,B+,A,B,B+,B+,A,B,2900,KOSPI,기계,210388000000.0
동양생명,B이하,B+,B이하,,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B+,A,B+,B이하,B+,A+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+ 이하,B+,B이하,B,D,B+,B+,B+,C,A,B+,B,D,B,B+,B,C,B,B+,B,C,B,B+,82640,KOSPI,보험,855201000000.0
동양철관,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,C,C,C,C,C,D,D,B,D,D,D,D,C,C,C,C,C,C,C,C,8970,KOSPI,철강금속,83100817710.0
HLB글로벌,,C,,,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,D,B,C,C,D,C,B,D,D,C,D,D,D,D,D,D,D,D,D,3580,KOSPI,광업,325019000000.0
동원F&B,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B+,B이하,B이하,C,A,B+,B이하,D,B이하,B이하,B,B,B+,B,B+,B,A,B,B,B,A,C,B,B+,A,C,B,B+,A,C,49770,KOSPI,음식료품,749635000000.0
동원금속,,C,,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B,C,B,B+,C,D,C,B+,D,D,D,C,C,C,C,C,C,C,C,C,18500,KOSPI,운수장비,76865109852.0
동원산업,B이하,C,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,B,B이하,B이하,B+,B,A,B이하,B이하,C,B이하,B이하,B,C,B,B+,B,C,B+,B+,C,B,B+,C,B+,B+,B+,B,B+,B+,B+,B,6040,KOSPI,기타금융,1722180000000.0
동원수산,,C,,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,D,B,B,C,D,C,B+,D,D,D,D,D,D,D,D,D,D,D,D,30720,KOSPI,"농업, 임업 및 어업",27690139750.0
동원시스템즈,,C,,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,A,B+,B이하,C,B+,B이하,C,B,B,C,B,C,B+,B,C,B,B+,D,B,A,A,C,B,A,A,C,14820,KOSPI,화학,1174150000000.0
DI동일,,B,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,D,D,C,C,C,D,C,B+,D,D,C,C,D,D,D,C,D,D,D,C,1530,KOSPI,유통업,675780000000.0
동일산업,,B,,B이하,,B,,B+,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,C,B이하,B+,B,B+,C,B+,B,B,C,B+,C,C,D,B+,C,C,D,B,C,C,D,B,4890,KOSPI,철강금속,105012000000.0
동일제지,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B+,B이하,C,B이하,B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동화약품,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B+,B이하,B이하,B,B+,B이하,B이하,B,B+,B이하,B,D,B+,B,B,D,B+,B,C,C,B+,C,C,C,B,C,C,C,B,C,20,KOSPI,의약품,243004000000.0
두산,A,A+,A,A,A+,A+,A+,A+,A+,A+,A,A+,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A+,A,A+,A,A+,A+,A+,A+,A+,A,A,A,A+,B+,B+,B+,A,B,B+,A,A+,B,B+,A,A+,B,150,KOSPI,기타금융,2204280000000.0
두산건설,B+,A+,B+,B+,B+,B+,A,B+,B+,B+,A,B+,B+,B+,A,B+,B+,A,B+,B+,A,A,B+,A,A,B+,A+,A,A,B+,A+,A,,,,,,,,,,,,,,,,,,,,,,,,
HD현대인프라코어,B+,A+,B+,A,A+,A+,A+,A+,A,A,A+,A,A,A,A+,A,A,A,A,A,A,A,A+,A,A,B+,A+,A+,A+,A,A+,A+,A,A,A+,A,A,A,A+,A,B+,B+,A,B+,A,A+,A+,B+,A,A+,A+,B+,42670,KOSPI,기계,1536950000000.0
두산에너빌리티,B+,A,B+,B이하,A,A,A+,A,A+,A,A+,A+,A,A,A,A,A,B+,A,A,A,A,B+,A,A,B+,A,A,A,A,A+,A,A,A,A+,B+,A,A+,A,B+,B,B+,A,C,B+,A,A+,B,B+,A,A+,B,34020,KOSPI,기계,10076000000000.0
디씨엠,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,C,C,B,C,D,C,B+,C,D,C,B,C,D,C,B,C,D,C,B,24090,KOSPI,철강금속,124260000000.0
디아이,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,B,B,B,D,B,B+,D,D,C,D,D,C,C,D,D,C,C,D,3160,KOSPI,의료정밀,538549000000.0
디아이씨,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,C,B,C,C,C,C,B,D,D,C,D,D,C,C,D,D,C,C,D,92200,KOSPI,운수장비,240331000000.0
디와이,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,C,C,B+,B,C,C,B+,C,D,D,B+,C,D,C,B,C,D,C,B,13570,KOSPI,기타금융,150285000000.0
DN오토모티브,B이하,B,B이하,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B+,B이하,B,B이하,B+,B,B,C,B,B,B,C,B+,C,C,D,B,C,C,B,D,C,C,B,D,7340,KOSPI,전기전자,790526000000.0
스틱인베스트먼트,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,D,B,B+,C,D,C,B+,,,,,B,C,A,B,B,C,A,B,26890,KOSPI,기타금융,360099000000.0
로케트전기,B이하,C,B이하,,B이하,C,B이하,B이하,B이하,B,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
롯데관광개발,B이하,B,B이하,B이하,B이하,B,B이하,B이하,,,,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,C,D,B,C,B,D,B,B,D,D,C,D,D,D,C,D,D,D,C,D,32350,KOSPI,서비스업,740527000000.0
롯데미도파,B이하,C,B이하,,B+,B+,B+,B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
롯데손해보험,B이하,B,B이하,,B+,A,A,B이하,B이하,B+,B+,B이하,B+,B+,A,B이하,B+,B+,A,B이하,A,A+,A,B이하,A,A,A,B이하,A,A,A+,B이하,B+,C,A,A,A,B,A+,A,B+,B,B+,B+,B+,B,B+,B+,B+,B,B+,B+,400,KOSPI,보험,1013250000000.0
롯데쇼핑,A,B+,A,A,A,A,A+,A,B+,B+,B+,A,A,A,A,A,B이하,C,B이하,A,B+,C,A,A,B+,B,A+,A,A,B+,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,23530,KOSPI,유통업,1892520000000.0
롯데정밀화학,A,B+,A,B+,B+,B+,B+,B+,B이하,B,B이하,B이하,B+,B+,B+,B+,B+,B,B+,B+,B+,B,A,A,A,A,A+,A,A,B+,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,A+,A+,A+,A,A+,A+,A+,A,4000,KOSPI,화학,1111980000000.0
롯데지주,B이하,B,B이하,B이하,A,B+,A,A,B+,B+,B+,B+,B+,B+,B+,A,B+,C,B+,A,B+,C,A+,A,B+,B,A+,A,,B+,,,B+,B,A,B,A,B+,A+,A,A,A,A+,B+,A,A,A+,A,A,A,A+,A,4990,KOSPI,기타금융,2774850000000.0
롯데칠성,B이하,B,B이하,B이하,B+,B,A,B+,B+,B,A,B+,B+,B+,B+,B+,B+,B,A,A,B+,C,A,A,B+,B,B+,A,B+,B+,A,B+,B+,B+,A,B+,A,B+,A+,A,B+,A,A,B,A,A+,A,B+,A,A+,A,B+,5300,KOSPI,음식료품,1183060000000.0
롯데케미칼,A+,B,A+,A,A,B+,A+,A+,A,B+,A,A,A,B+,A,A+,A,B,A+,A+,A,B,A+,A,A,B+,A+,A,A,A,A+,B+,B+,B,A,A,A,B,A+,A,A,B+,A+,A,B+,A,A+,B,B+,A,A+,B,11170,KOSPI,화학,4290370000000.0
롯데푸드,B이하,C,B이하,B이하,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,D,B이하,B+,B+,C,A,A,B이하,C,A+,A,A,B+,A+,B+,A,B+,A+,B+,A,B+,A,A,,,,,,,,,,,,,,,,
마니커,B이하,C,B이하,,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,D,B+,C,C,D,B,B,D,D,D,D,D,D,D,C,D,D,D,C,27740,KOSPI,음식료품,69227238520.0
만호제강,B이하,B,B이하,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,C,B,B,C,C,C,B+,C,D,C,B+,C,C,C,B+,C,C,C,B+,1080,KOSPI,철강금속,195673000000.0
메디플란트,,C,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,
