,회사명,종합등급,환경,사회,지배구조
690,한미약품  2021  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
691,한샘  2021  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
692,한섬  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
693,한성기업  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 B
694,한세실업  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B+
695,한세엠케이  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
696,한세예스24홀딩스  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
697,한솔로지스틱스  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
698,한솔제지  2021  N  N,KCGS  A,환경  A,사회  A,지배구조 A
699,한솔케미칼  2021  N  N,KCGS  A,환경  A,사회  A,지배구조 A
700,한솔테크닉스  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
701,한솔피엔에스  2021  N  N,KCGS  A,환경  B+,사회  B+,지배구조 A
702,한솔홀딩스  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
703,한솔홈데코  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
704,한신공영  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
705,한신기계공업  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
706,한양증권  2021  N  N,KCGS  C,환경  D,사회  B+,지배구조 C
707,한온시스템  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
708,한올바이오파마  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
709,한익스프레스  2021  N  N,KCGS  C,환경  B,사회  B,지배구조 C
710,한일시멘트  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B
711,한일철강  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
712,한일현대시멘트  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
713,한일홀딩스  2021  N  N,KCGS  B,환경  B+,사회  B+,지배구조 B
714,한전KPS  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B+
715,한전기술  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
716,한전산업  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
717,한진  2021  N  N,KCGS  A,환경  A,사회  B+,지배구조 A
718,한진중공업홀딩스  2021  N  N,KCGS  B,환경  D,사회  C,지배구조 B+
719,한진칼  2021  N  N,KCGS  A,환경  A,사회  A,지배구조 A
720,한창  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B
721,한창제지  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
722,한화  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
723,한화생명  2021  N  N,KCGS  A,환경  A+,사회  A+,지배구조 B+
724,한화손해보험  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
725,한화솔루션  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
726,한화시스템  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
727,한화에어로스페이스  2021  N  N,KCGS  A,환경  A,사회  A,지배구조 A
728,한화엔진  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
729,한화오션  2021  N  N,KCGS  A,환경  B,사회  A+,지배구조 A
730,한화투자증권  2021  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
731,해성디에스  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
732,해태제과식품  2021  N  N,KCGS  B,환경  D,사회  B+,지배구조 B+
733,핸즈코퍼레이션  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B+
734,현대건설  2021  N  N,KCGS  A,환경  A,사회  A,지배구조 A
735,현대글로비스  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
736,현대로템  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
737,현대리바트  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
738,현대모비스  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
739,현대백화점  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
740,현대비앤지스틸  2021  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
741,현대약품  2021  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
742,현대엘리베이터  2021  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
743,현대오토에버  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
744,현대위아  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
745,현대자동차  2021  N  N,KCGS  A,환경  A,사회  A,지배구조 A
746,현대제철  2021  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 A
747,현대지에프홀딩스  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
748,현대차증권  2021  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
749,현대코퍼레이션  2021  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
750,현대코퍼레이션홀딩스  2021  N  N,KCGS  B+,환경  C,사회  A,지배구조 B+
751,현대해상  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
752,현대홈쇼핑  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
753,형지엘리트  2021  N  N,KCGS  C,환경  D,사회  B,지배구조 B
754,혜인  2021  N  N,KCGS  B,환경  B,사회  B,지배구조 B
755,호전실업  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
756,호텔신라  2021  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
757,화성산업  2021  N  N,KCGS  B,환경  C,사회  B+,지배구조 B+
758,화승엔터프라이즈  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 A
759,화승인더스트리  2021  N  N,KCGS  B+,환경  B,사회  B+,지배구조 A
760,화승코퍼레이션  2021  N  N,KCGS  B+,환경  B+,사회  B,지배구조 B+
761,화신  2021  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
762,화인베스틸  2021  N  N,KCGS  B,환경  B,사회  C,지배구조 B
763,화천기계  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
764,화천기공  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
765,환인제약  2021  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
766,황금에스티  2021  N  N,KCGS  C,환경  D,사회  C,지배구조 B
767,효성  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
768,효성 ITX  2021  N  N,KCGS  B+,환경  C,사회  B+,지배구조 B+
769,효성중공업  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
770,효성첨단소재  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
771,효성티앤씨  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
772,효성화학  2021  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
773,후성  2021  N  N,KCGS  B+,환경  A,사회  B,지배구조 B
774,휠라홀딩스  2021  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
775,휴니드테크놀러지스  2021  N  N,KCGS  B,환경  C,사회  B+,지배구조 B+
776,휴비스  2021  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
777,휴스틸  2021  N  N,KCGS  C,환경  C,사회  C,지배구조 B
778,흥국화재  2021  N  N,KCGS  B+,환경  B,사회  A,지배구조 B
779,흥아해운  2021  N  N,KCGS  D,환경  D,사회  C,지배구조 D
