,회사명,종합등급,환경,사회,지배구조
694,한국콜마  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
695,한국타이어앤테크놀로지  2024  N  N,KCGS  B,환경  B+,사회  A+,지배구조 D
696,한국토지신탁  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 B
697,한국특강  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
698,한국항공우주  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
699,한국화장품  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 D
700,한국화장품제조  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 D
701,한농화성  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
702,한독  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
703,한미글로벌  2024  N  N,KCGS  B+,환경  A,사회  A+,지배구조 B
704,한미반도체  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 C
705,한미사이언스  2024  N  N,KCGS  B+,환경  A,사회  A,지배구조 B
706,한미약품  2024  N  N,KCGS  B+,환경  A,사회  A,지배구조 B
707,한샘  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 A
708,한섬  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
709,한성기업  2024  N  N,KCGS  C,환경  B,사회  B,지배구조 D
710,한세실업  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
711,한세엠케이  2024  N  N,KCGS  C,환경  B,사회  B+,지배구조 C
712,한세예스24홀딩스  2024  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
713,한솔로지스틱스  2024  N  N,KCGS  B,환경  C,사회  B+,지배구조 B+
714,한솔제지  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 A
715,한솔케미칼  2024  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
716,한솔테크닉스  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
717,한솔피엔에스  2024  N  N,KCGS  B+,환경  B,사회  B,지배구조 A
718,한솔홀딩스  2024  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
719,한솔홈데코  2024  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
720,한신공영  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
721,한신기계공업  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
722,한양증권  2024  N  N,KCGS  C,환경  D,사회  B,지배구조 C
723,한온시스템  2024  N  N,KCGS  B+,환경  B+,사회  A+,지배구조 B
724,한올바이오파마  2024  N  N,KCGS  B,환경  B,사회  D,지배구조 B+
725,한익스프레스  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
726,한일시멘트  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
727,한일철강  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
728,한일현대시멘트  2024  N  N,KCGS  B+,환경  A,사회  A+,지배구조 B
729,한일홀딩스  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
730,한전KPS  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 A
731,한전기술  2024  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
732,한전산업  2024  N  N,KCGS  C,환경  C,사회  D,지배구조 B
733,한진  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 A
734,한진중공업홀딩스  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
735,한진칼  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
736,한창  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
737,한창제지  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
738,한컴라이프케어  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 D
739,한화  2024  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
740,한화생명  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
741,한화손해보험  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 A
742,한화솔루션  2024  N  N,KCGS  B+,환경  A,사회  A+,지배구조 B
743,한화시스템  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
744,한화에어로스페이스  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 A
745,한화엔진  2024  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
746,한화오션  2024  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
747,한화투자증권  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
748,해성디에스  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
749,해태제과식품  2024  N  N,KCGS  D,환경  D,사회  C,지배구조 D
750,핸즈코퍼레이션  2024  N  N,KCGS  C,환경  C,사회  B,지배구조 D
751,현대건설  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 A
752,현대글로비스  2024  N  N,KCGS  A+,환경  A+,사회  A+,지배구조 A
753,현대로템  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
754,현대리바트  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
755,현대모비스  2024  N  N,KCGS  A,환경  A+,사회  A+,지배구조 B+
756,현대백화점  2024  N  N,KCGS  A+,환경  A+,사회  A+,지배구조 A
757,현대비앤지스틸  2024  N  N,KCGS  B,환경  A,사회  B+,지배구조 C
758,현대약품  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 B
759,현대엘리베이터  2024  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
760,현대오토에버  2024  N  N,KCGS  A,환경  A+,사회  A+,지배구조 B+
761,현대위아  2024  N  N,KCGS  A+,환경  A+,사회  A+,지배구조 A
762,현대자동차  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
763,현대제철  2024  N  N,KCGS  A,환경  A+,사회  A,지배구조 B+
764,현대지에프홀딩스  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
765,현대차증권  2024  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
766,현대코퍼레이션  2024  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
767,현대코퍼레이션홀딩스  2024  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
768,현대퓨처넷  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
769,현대해상  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
770,현대홈쇼핑  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
771,형지엘리트  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
772,혜인  2024  N  N,KCGS  D,환경  D,사회  D,지배구조 D
773,호전실업  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B
774,호텔신라  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 A
775,화성산업  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 B+
776,화승알앤에이  2024  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
777,화승엔터프라이즈  2024  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
778,화승인더스트리  2024  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
779,화승코퍼레이션  2024  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
780,화신  2024  N  N,KCGS  B+,환경  B,사회  A,지배구조 B
781,화인베스틸  2024  N  N,KCGS  D,환경  C,사회  C,지배구조 D
782,화천기계  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 C
783,화천기공  2024  N  N,KCGS  C,환경  D,사회  C,지배구조 C
784,환인제약  2024  N  N,KCGS  B,환경  C,사회  C,지배구조 B+
785,황금에스티  2024  N  N,KCGS  C,환경  D,사회  D,지배구조 B
786,효성  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
787,효성 ITX  2024  N  N,KCGS  B+,환경  B+,사회  A+,지배구조 B
788,효성중공업  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
789,효성첨단소재  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
790,효성티앤씨  2024  N  N,KCGS  A,환경  A+,사회  A+,지배구조 B+
791,효성화학  2024  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
792,후성  2024  N  N,KCGS  B+,환경  A,사회  A,지배구조 B
793,휠라홀딩스  2024  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
794,휴니드테크놀러지스  2024  N  N,KCGS  D,환경  C,사회  D,지배구조 D
795,휴비스  2024  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
796,휴스틸  2024  N  N,KCGS  C,환경  C,사회  C,지배구조 C
797,흥국화재  2024  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
798,흥아해운  2024  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
