종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021-2020통합등급,2021-2020환경,2021-2020사회,2021-2020지배구조,2022-2021통합등급,2022-2021환경,2022-2021사회,2022-2021지배구조,2023-2022통합등급,2023-2022환경,2023-2022사회,2023-2022지배구조,2024-2023통합등급,2024-2023환경,2024-2023사회,2024-2023지배구조
한세예스24홀딩스  ,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,3.0,6.0,6.0,5.0,1.0,5.0,6.0,5.0,3.0,5.0,5.0,0.0,-2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
한솔로지스틱스  ,5.0,3.0,6.0,6.0,5.0,3.0,6.0,6.0,6.0,3.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,0.0,0.0,0.0,-1.0,0.0,-2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
한솔제지  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
한솔케미칼  ,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,6.0,1.0,2.0,1.0,1.0,-2.0,-4.0,-1.0,-1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
한솔테크닉스  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
한솔피엔에스  ,6.0,5.0,5.0,7.0,6.0,5.0,5.0,7.0,5.0,3.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,-2.0,-3.0,-1.0,-1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
한솔홀딩스  ,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한솔홈데코  ,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,1.0,1.0,1.0,0.0,-2.0,-3.0,-2.0,-1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
한신공영  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
한신기계공업  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,6.0,3.0,5.0,3.0,3.0,0.0,-4.0,0.0,3.0,-2.0,0.0,-2.0,-5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
한양증권  ,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,6.0,3.0,3.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,-5.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
한온시스템  ,6.0,6.0,8.0,5.0,6.0,6.0,8.0,5.0,5.0,6.0,7.0,3.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,-3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
한올바이오파마  ,5.0,5.0,1.0,6.0,5.0,5.0,1.0,6.0,3.0,1.0,3.0,3.0,5.0,1.0,5.0,6.0,5.0,1.0,6.0,5.0,0.0,0.0,-1.0,1.0,-2.0,0.0,-2.0,-3.0,2.0,4.0,-2.0,3.0,0.0,0.0,0.0,0.0
한익스프레스  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,1.0,0.0,0.0,2.0,2.0,-2.0,-4.0,-2.0,-2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
한일시멘트  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,3.0,6.0,7.0,1.0,6.0,6.0,6.0,5.0,5.0,3.0,6.0,5.0,1.0,3.0,0.0,0.0,-3.0,0.0,1.0,-4.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0
한일철강  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한일현대시멘트  ,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
한일홀딩스  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,3.0,6.0,7.0,1.0,5.0,6.0,6.0,5.0,5.0,1.0,6.0,6.0,0.0,5.0,0.0,-1.0,-2.0,0.0,1.0,-4.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0
한전KPS  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,-1.0,-1.0,-2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
한전기술  ,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
한전산업  ,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,5.0,3.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,-3.0,-2.0,-1.0,-3.0,0.0,0.0,-4.0,2.0,0.0,0.0,0.0,0.0
한진  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,5.0,3.0,6.0,2.0,2.0,3.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
한진중공업홀딩스  ,3.0,1.0,3.0,6.0,3.0,1.0,3.0,6.0,3.0,1.0,1.0,6.0,5.0,1.0,3.0,6.0,5.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
한진칼  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
한창  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,2.0,0.0,0.0,2.0,-4.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한창제지  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
한컴라이프케어  ,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
한화  ,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0
한화생명  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,8.0,8.0,6.0,7.0,7.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한화손해보험  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,6.0,5.0,7.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한화솔루션  ,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,5.0,7.0,7.0,3.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,5.0,1.0,0.0,1.0,1.0,-2.0,0.0,-1.0,-3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
한화시스템  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,6.0,7.0,7.0,,,,,-,-,-,-,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
한화에어로스페이스  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
한화엔진  ,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한화오션  ,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,8.0,7.0,6.0,6.0,5.0,7.0,1.0,-1.0,3.0,0.0,-1.0,0.0,-2.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
한화투자증권  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
해성디에스  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
해태제과식품  ,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,3.0,5.0,1.0,6.0,6.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,1.0,-2.0,0.0,-1.0,-3.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0
핸즈코퍼레이션  ,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
현대건설  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
현대글로비스  ,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
현대로템  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,5.0,7.0,6.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
현대리바트  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0
현대모비스  ,7.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
현대백화점  ,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
현대비앤지스틸  ,5.0,7.0,6.0,3.0,5.0,7.0,6.0,3.0,3.0,6.0,6.0,1.0,7.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,1.0,0.0,1.0,0.0,-4.0,0.0,-2.0,-5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
현대약품  ,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,1.0,5.0,3.0,5.0,6.0,5.0,5.0,6.0,5.0,0.0,-2.0,-1.0,1.0,-4.0,-2.0,-2.0,-5.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
현대엘리베이터  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,3.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,-2.0,-3.0,-2.0,-2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
현대오토에버  ,7.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,,,,,-,-,-,-,-1.0,-1.0,-1.0,-1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
현대위아  ,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
현대자동차  ,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
현대제철  ,7.0,8.0,7.0,6.0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
현대지에프홀딩스  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
현대차증권  ,7.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,6.0,8.0,7.0,7.0,5.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
현대코퍼레이션  ,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,1.0,5.0,5.0,1.0,5.0,2.0,1.0,-1.0,-3.0,-2.0,-1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
현대코퍼레이션홀딩스  ,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,5.0,6.0,6.0,3.0,7.0,6.0,3.0,1.0,3.0,5.0,3.0,2.0,4.0,1.0,-1.0,0.0,-2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
현대퓨처넷  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,,,,,6.0,3.0,7.0,7.0,-,-,-,-,-,-,-,-,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
현대해상  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
현대홈쇼핑  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
형지엘리트  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,2.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
혜인  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,2.0,0.0,2.0,2.0,-4.0,-4.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
호전실업  ,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
호텔신라  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
화성산업  ,3.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,5.0,3.0,6.0,5.0,5.0,3.0,6.0,6.0,5.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,-3.0,1.0,0.0,0.0,0.0,0.0
화승알앤에이  ,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
화승엔터프라이즈  ,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,6.0,5.0,6.0,7.0,6.0,6.0,5.0,7.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0
화승인더스트리  ,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,6.0,6.0,5.0,6.0,7.0,5.0,5.0,5.0,6.0,1.0,0.0,1.0,1.0,-3.0,-2.0,-3.0,-1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
화승코퍼레이션  ,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,3.0,3.0,3.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-2.0,-1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
화신  ,6.0,5.0,7.0,5.0,6.0,5.0,7.0,5.0,3.0,3.0,7.0,3.0,6.0,6.0,7.0,6.0,3.0,1.0,6.0,5.0,3.0,5.0,1.0,1.0,-3.0,-3.0,0.0,-3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
화인베스틸  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,-4.0,-2.0,-2.0,-4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
화천기계  ,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,5.0,5.0,3.0,0.0,-4.0,-2.0,2.0,-2.0,0.0,-2.0,-4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
화천기공  ,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,6.0,3.0,1.0,3.0,5.0,2.0,0.0,2.0,1.0,-4.0,0.0,-4.0,-3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
환인제약  ,5.0,3.0,3.0,6.0,5.0,3.0,3.0,6.0,5.0,1.0,6.0,6.0,5.0,1.0,5.0,6.0,5.0,1.0,6.0,6.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0
황금에스티  ,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
효성  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,8.0,5.0,7.0,7.0,8.0,6.0,6.0,7.0,8.0,5.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
효성 ITX  ,6.0,6.0,8.0,5.0,6.0,6.0,8.0,5.0,6.0,5.0,7.0,6.0,6.0,3.0,6.0,6.0,6.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0
효성중공업  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
효성첨단소재  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
효성티앤씨  ,7.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
효성화학  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
후성  ,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,-1.0,-2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
휠라홀딩스  ,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,7.0,6.0,8.0,7.0,6.0,5.0,6.0,6.0,1.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
휴니드테크놀러지스  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,6.0,6.0,3.0,3.0,5.0,5.0,2.0,0.0,1.0,1.0,-4.0,-2.0,-3.0,-3.0,0.0,2.0,-2.0,-2.0,0.0,0.0,0.0,0.0
휴비스  ,7.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,1.0,0.0,2.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
휴스틸  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,0.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
흥국화재  ,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,5.0,7.0,5.0,5.0,1.0,7.0,5.0,1.0,4.0,0.0,0.0,0.0,-2.0,-1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
흥아해운  ,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,3.0,3.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
