Unnamed: 0,종목명,2011 Market Cap,2012 Market Cap,2013 Market Cap,2014 Market Cap,2015 Market Cap,2016 Market Cap,2017 Market Cap,2018 Market Cap,2019 Market Cap,2020 Market Cap,2021 Market Cap,2022 Market Cap,2023 Market Cap,총부채_2011_x,총부채_2012_x,총부채_2013_x,총부채_2014_x,총부채_2015_x,총부채_2016_x,총부채_2017_x,총부채_2018_x,총자산_2011_x,총자산_2012_x,총자산_2013_x,총자산_2014_x,총자산_2015_x,총자산_2016_x,총자산_2017_x,총자산_2018_x,총자산_2019_x,총부채_2011_y,총부채_2012_y,총부채_2013_y,총부채_2014_y,총부채_2015_y,총부채_2016_y,총부채_2017_y,총부채_2018_y,총자산_2011_y,총자산_2012_y,총자산_2013_y,총자산_2014_y,총자산_2015_y,총자산_2016_y,총자산_2017_y,총자산_2018_y,총자산_2019_y,2011 tobinQ,2012 tobinQ,2013 tobinQ,2014 tobinQ,2015 tobinQ,2016 tobinQ,2017 tobinQ,2018 tobinQ
227,명문제약,69572760840.0,51255000000.0,35870000000.0,42987050000.0,52519000000.0,125000000000.0,144000000000.0,127000000000.0,120000000000.0,247000000000.0,161000000000.0,97446412980.0,77583642390.0,119372131.0,115468618.0,119212931.0,117508143.0,132297801.0,126395479.0,133358052.0,150001919.0,202503823.0,188337123.0,192410404.0,190660551.0,199417323.0,221075417.0,235076921.0,243065788.0,264441725.0,119372131.0,115468618.0,119212931.0,117508143.0,132297801.0,126395479.0,133358052.0,150001919.0,202503823.0,188337123.0,192410404.0,190660551.0,199417323.0,221075417.0,235076921.0,243065788.0,264441725.0,0.9330435793303518,0.8852403357568545,0.8060007555516593,0.8417850056459766,0.9267840838481218,1.1371480484417678,1.1798608337225924,1.1396170612048455
228,모나리자,104000000000.0,127000000000.0,74971072750.0,96730969475.0,151000000000.0,250000000000.0,181000000000.0,128000000000.0,133000000000.0,184000000000.0,142000000000.0,104000000000.0,95999544375.0,18529302.0,15122673.0,15035660.0,14839183.0,13688091.0,11938530.0,12618709.0,12991867.0,59334257.0,63959812.0,69499188.0,74989695.0,78701061.0,80562144.0,82624169.0,77510035.0,77097695.0,18529302.0,15122673.0,15035660.0,14839183.0,13688091.0,11938530.0,12618709.0,12991867.0,59334257.0,63959812.0,69499188.0,74989695.0,78701061.0,80562144.0,82624169.0,77510035.0,77097695.0,2.065068447726581,2.2220620817334487,1.295076033837978,1.4878064576072751,2.092577773506764,3.2513847943272216,2.3433664912260723,1.819014363753029
229,모나미,51662400000.0,39056774400.0,27447181325.0,41136028720.0,84470962290.0,80313554750.0,53857324950.0,49510944340.0,69353116690.0,104000000000.0,87400044875.0,59998949725.0,57920245955.0,148328959.0,137063992.0,118513253.0,110863127.0,90517308.0,90823007.0,92462636.0,96119509.0,212142757.0,197773862.0,173422869.0,168281436.0,162288656.0,166157077.0,167851330.0,170574793.0,200728242.0,148328959.0,137063992.0,118513253.0,110863127.0,90517308.0,90823007.0,92462636.0,96119509.0,212142757.0,197773862.0,173422869.0,168281436.0,162288656.0,166157077.0,167851330.0,170574793.0,200728242.0,0.9427206557893466,0.8905158882926603,0.8416446756223368,0.903243752448131,1.0782532470414938,1.0299685384451003,0.8717235719848034,0.8537630371915503
230,무림P&P,325000000000.0,237000000000.0,355000000000.0,254000000000.0,311000000000.0,253000000000.0,283000000000.0,378000000000.0,264000000000.0,226000000000.0,270000000000.0,271000000000.0,198000000000.0,670520547.0,678191544.0,656372864.0,602773860.0,621743991.0,561198967.0,539196324.0,721595900.0,1218780361.0,1237602800.0,1231080132.0,1149695432.0,1168025790.0,1095295628.0,1102417266.0,1355957771.0,1350311527.0,670520547.0,678191544.0,656372864.0,602773860.0,621743991.0,561198967.0,539196324.0,721595900.0,1218780361.0,1237602800.0,1231080132.0,1149695432.0,1168025790.0,1095295628.0,1102417266.0,1355957771.0,1350311527.0,0.8168170236868463,0.7394872926919687,0.8215329268265699,0.7452181126870825,0.7985645513871744,0.7433600081894968,0.7458122703241479,0.8109366851366346
231,무림페이퍼,114000000000.0,102000000000.0,131000000000.0,86963457900.0,127000000000.0,110000000000.0,102000000000.0,117000000000.0,103000000000.0,113000000000.0,104000000000.0,102000000000.0,95285319900.0,1604054493.0,1590174869.0,1616182374.0,1558388943.0,1574133473.0,1313030904.0,1270092233.0,1346709029.0,2257628667.0,2224876903.0,2279635167.0,2157864369.0,2170261009.0,1904532338.0,1915712278.0,2014259668.0,2158547900.0,1604054493.0,1590174869.0,1616182374.0,1558388943.0,1574133473.0,1313030904.0,1270092233.0,1346709029.0,2257628667.0,2224876903.0,2279635167.0,2157864369.0,2170261009.0,1904532338.0,1915712278.0,2014259668.0,2158547900.0,0.7609995913468793,0.7605701091679677,0.76643069877681,0.7624911113678989,0.7838381954730128,0.7471812767927913,0.7162308498813098,0.7266734534050155
232,미래산업,92506757850.0,96350219840.0,84306442360.0,67205870339.0,234000000000.0,173000000000.0,138000000000.0,113000000000.0,112000000000.0,51267678720.0,62550698350.0,48304275950.0,77443764650.0,75383923.0,58165078.0,45408909.0,26894156.0,21859322.0,11408136.0,23839976.0,21051441.0,126114458.0,96187992.0,75968359.0,64768918.0,70111792.0,84503325.0,84456717.0,68651324.0,74810112.0,75383923.0,58165078.0,45408909.0,26894156.0,21859322.0,11408136.0,23839976.0,21051441.0,126114458.0,96187992.0,75968359.0,64768918.0,70111792.0,84503325.0,84456717.0,68651324.0,74810112.0,1.3312564119333565,1.6063886419419173,1.7074918172182711,1.4528577787728367,3.6493051268750913,2.18225893478156,1.9162475377772499,1.9526417436610546
233,미래아이앤지,13969598225.0,100000000000.0,50112964920.0,57579908360.0,151000000000.0,81662892035.0,56040739579.0,42470800790.0,42082348100.0,51016754312.0,60857549560.0,39037018720.0,39176435520.0,17098149.0,12191251.0,15049727.0,11025578.0,2975551.0,2877965.0,3120271.0,2436861.0,41178848.0,37376216.0,33288537.0,48844887.0,47974558.0,52119332.0,68822164.0,57570343.0,72302050.0,17098149.0,12191251.0,15049727.0,11025578.0,2975551.0,2877965.0,3120271.0,2436861.0,41178848.0,37376216.0,33288537.0,48844887.0,47974558.0,52119332.0,68822164.0,57570343.0,72302050.0,0.7544588723074526,3.0016749421610793,1.957511437645938,1.404558195825082,3.2095251612323348,1.6220633264255957,0.8596214815186572,0.7800485362750054
234,미원상사,81383240400.0,124000000000.0,164000000000.0,142000000000.0,161000000000.0,185000000000.0,178000000000.0,199000000000.0,290000000000.0,604000000000.0,1010000000000.0,805000000000.0,809000000000.0,64635437.0,92585674.0,90388626.0,83357994.0,67619909.0,90359268.0,82925831.0,47856988.0,148263212.0,210557314.0,226444664.0,228635451.0,231194650.0,329573660.0,290102776.0,245546856.0,280693590.0,64635437.0,92585674.0,90388626.0,83357994.0,67619909.0,90359268.0,82925831.0,47856988.0,148263212.0,210557314.0,226444664.0,228635451.0,231194650.0,329573660.0,290102776.0,245546856.0,280693590.0,0.9848611495075393,1.0286304944030584,1.1234030491440505,0.9856651407921863,0.9888633192852863,0.8355014414683504,0.899425488434485,1.0053355682143208
235,미원홀딩스,89504100000.0,194000000000.0,258000000000.0,218000000000.0,224000000000.0,317000000000.0,113000000000.0,80562791700.0,95835911400.0,179000000000.0,351000000000.0,255000000000.0,183000000000.0,28572302.0,28905090.0,31196554.0,31060932.0,31916230.0,38301796.0,41459750.0,89947022.0,118613059.0,147898036.0,182542811.0,203526514.0,224340447.0,254837540.0,163827190.0,222015479.0,315171350.0,28572302.0,28905090.0,31196554.0,31060932.0,31916230.0,38301796.0,41459750.0,89947022.0,118613059.0,147898036.0,182542811.0,203526514.0,224340447.0,254837540.0,163827190.0,222015479.0,315171350.0,0.9954755656373384,1.5071538204875148,1.5842670133966548,1.2237272044073826,1.1407493986137953,1.3942286368013128,0.9428212130111003,0.7680086742960837
236,미창석유,81590616800.0,94638156800.0,126000000000.0,117000000000.0,137000000000.0,165000000000.0,149000000000.0,133000000000.0,138000000000.0,112000000000.0,137000000000.0,127000000000.0,125000000000.0,45791027.0,35149212.0,25150999.0,21386210.0,35767889.0,35777009.0,32917386.0,33109945.0,194067727.0,203119301.0,206853939.0,215671275.0,251659948.0,279619617.0,280843555.0,283167976.0,295367498.0,45791027.0,35149212.0,25150999.0,21386210.0,35767889.0,35777009.0,32917386.0,33109945.0,194067727.0,203119301.0,206853939.0,215671275.0,251659948.0,279619617.0,280843555.0,283167976.0,295367498.0,0.6563772646237053,0.6389711276133232,0.7307136607149647,0.6416534144382463,0.6865132508093819,0.7180362063080861,0.6477534654480499,0.5866127495999053
237,태경비케이,54200791500.0,52959552000.0,60131158000.0,68130257000.0,67716510500.0,79715159000.0,76405187000.0,71716060000.0,120000000000.0,111000000000.0,140000000000.0,143000000000.0,183000000000.0,67276272.0,66466602.0,66799403.0,64049287.0,67318726.0,112354948.0,92580077.0,100876666.0,165124624.0,169785218.0,178992100.0,178476606.0,182474399.0,278843709.0,263546898.0,293751207.0,301367428.0,67276272.0,66466602.0,66799403.0,64049287.0,67318726.0,112354948.0,92580077.0,100876666.0,165124624.0,169785218.0,178992100.0,178476606.0,182474399.0,278843709.0,263546898.0,293751207.0,301367428.0,0.7356689787223982,0.7033954746284214,0.70914057659528,0.7405987090543396,0.7400229141184895,0.6888091816337159,0.6411961790572849,0.5875472913375978
238,백산,66066000000.0,105000000000.0,160000000000.0,110000000000.0,114000000000.0,229000000000.0,168000000000.0,153000000000.0,218000000000.0,134000000000.0,199000000000.0,191000000000.0,240000000000.0,69910317.0,68174565.0,57125762.0,70972376.0,67008236.0,63716322.0,66806244.0,156642323.0,153278162.0,156360645.0,152570048.0,163001526.0,170612301.0,186773462.0,191846950.0,294732636.0,330589417.0,69910317.0,68174565.0,57125762.0,70972376.0,67008236.0,63716322.0,66806244.0,156642323.0,153278162.0,156360645.0,152570048.0,163001526.0,170612301.0,186773462.0,191846950.0,294732636.0,330589417.0,0.887121265193668,1.1075329409136168,1.423121804353106,1.1102495813444102,1.0609330918056137,1.56722651529584,1.2239248213224134,1.0505871599506205
239,보락,29710400000.0,38935000000.0,28752000000.0,35880100000.0,46841800000.0,69244400000.0,64692000000.0,123000000000.0,122000000000.0,147000000000.0,119000000000.0,96439000000.0,78409100000.0,9594390.0,10900766.0,10436584.0,10362731.0,9518956.0,10390140.0,8609397.0,9552033.0,46455549.0,49422088.0,49687810.0,51497215.0,49528866.0,53139580.0,51828012.0,53313420.0,55616509.0,9594390.0,10900766.0,10436584.0,10362731.0,9518956.0,10390140.0,8609397.0,9552033.0,46455549.0,49422088.0,49687810.0,51497215.0,49528866.0,53139580.0,51828012.0,53313420.0,55616509.0,0.8460730923662101,1.0083703060056872,0.788696140964957,0.8979676085396074,1.1379375413117676,1.4985918217644927,1.414320059198875,2.4862789331466635
240,보령,111000000000.0,164000000000.0,245000000000.0,309000000000.0,453000000000.0,523000000000.0,424000000000.0,441000000000.0,734000000000.0,907000000000.0,1000000000000.0,622000000000.0,817000000000.0,124416758.0,127213133.0,107579507.0,105052976.0,134988168.0,202551724.0,152862300.0,193914931.0,262386266.0,273006171.0,267559994.0,282409341.0,330928386.0,397900573.0,402516283.0,450017573.0,507628914.0,124416758.0,127213133.0,107579507.0,105052976.0,134988168.0,202551724.0,152862300.0,193914931.0,262386266.0,273006171.0,267559994.0,282409341.0,330928386.0,397900573.0,402516283.0,450017573.0,507628914.0,0.8972144830171865,1.0666906609960842,1.3177586892904476,1.4661447618334975,1.7767837177920422,1.8234498094075375,1.4331402836689715,1.4108669729659646
241,부광약품,388000000000.0,398000000000.0,426000000000.0,554000000000.0,868000000000.0,987000000000.0,1050000000000.0,1210000000000.0,912000000000.0,1820000000000.0,917000000000.0,622000000000.0,433000000000.0,67041121.0,51686407.0,27139379.0,26817852.0,28506806.0,23000151.0,24926592.0,80172893.0,258085936.0,247919262.0,228213314.0,236817512.0,253660191.0,237634086.0,236229626.0,493615375.0,388534557.0,67041121.0,51686407.0,27139379.0,26817852.0,28506806.0,23000151.0,24926592.0,80172893.0,258085936.0,247919262.0,228213314.0,236817512.0,253660191.0,237634086.0,236229626.0,493615375.0,388534557.0,1.7631379998947327,1.813842149142893,1.9855957176976975,2.4525967150604977,3.5342826261610756,4.250232649704976,4.550346246579589,2.613721043433868
242,부산주공,20992640000.0,21255048000.0,17450132000.0,23157506000.0,32996000000.0,72998000000.0,30311750540.0,20666569664.0,19876960551.0,40874802723.0,38990399964.0,46893339284.0,38288532168.0,168678562.0,172510463.0,189316424.0,209370979.0,206887416.0,228254933.0,234277690.0,249167923.0,214468630.0,221794773.0,234266419.0,254414152.0,260186077.0,275967623.0,301027472.0,301537817.0,282063934.0,168678562.0,172510463.0,189316424.0,209370979.0,206887416.0,228254933.0,234277690.0,249167923.0,214468630.0,221794773.0,234266419.0,254414152.0,260186077.0,275967623.0,301027472.0,301537817.0,282063934.0,0.8843773655848877,0.8736252364252065,0.8826128682147995,0.9139762201593251,0.9219686878172194,1.0916241902768427,0.8789544647938312,0.8948611996617326
243,빙그레,587000000000.0,1100000000000.0,957000000000.0,743000000000.0,675000000000.0,629000000000.0,622000000000.0,714000000000.0,552000000000.0,563000000000.0,524000000000.0,387000000000.0,539000000000.0,96920632.0,107115810.0,96688488.0,94840418.0,99825438.0,101995298.0,106776946.0,108852814.0,493949047.0,545632463.0,564293685.0,578852362.0,616988522.0,623750932.0,635622607.0,653929093.0,684922782.0,96920632.0,107115810.0,96688488.0,94840418.0,99825438.0,101995298.0,106776946.0,108852814.0,493949047.0,545632463.0,564293685.0,578852362.0,616988522.0,623750932.0,635622607.0,653929093.0,684922782.0,1.3845975331945524,2.2123240310208594,1.8672696789084215,1.4474164277488082,1.2558182370854543,1.1719345984079428,1.1465560506723764,1.2583211586825669
244,사조동아원,251000000000.0,189000000000.0,207000000000.0,193000000000.0,112000000000.0,108000000000.0,199000000000.0,167000000000.0,142000000000.0,135000000000.0,157000000000.0,127000000000.0,135000000000.0,482009659.0,539042528.0,567603373.0,644513012.0,478001735.0,395624572.0,327765283.0,291040536.0,665931895.0,720520338.0,722690818.0,726249930.0,539326185.0,467516374.0,489823348.0,468191705.0,466881522.0,482009659.0,539042528.0,567603373.0,644513012.0,478001735.0,395624572.0,327765283.0,291040536.0,665931895.0,720520338.0,722690818.0,726249930.0,539326185.0,467516374.0,489823348.0,468191705.0,466881522.0,1.1007276637500596,1.0104399412525673,1.0718323157109766,1.1532021930797294,1.093960855989219,1.077234082073027,1.0754188936702136,0.9783183493180427
245,사조산업,284000000000.0,252000000000.0,146000000000.0,199000000000.0,338000000000.0,320000000000.0,342000000000.0,249000000000.0,187000000000.0,156000000000.0,237000000000.0,225000000000.0,210000000000.0,798478434.0,1016563138.0,1022746057.0,782043565.0,525321097.0,603009376.0,591660620.0,666183111.0,1138408934.0,1460206578.0,1458790805.0,1212461372.0,903081490.0,1010707866.0,1057266170.0,1175998145.0,1137411086.0,798478434.0,1016563138.0,1022746057.0,782043565.0,525321097.0,603009376.0,591660620.0,666183111.0,1138408934.0,1460206578.0,1458790805.0,1212461372.0,903081490.0,1010707866.0,1057266170.0,1175998145.0,1137411086.0,0.9508695879577488,0.868755939818811,0.8011745433232286,0.8091338723490483,0.9559725302309098,0.9132306248420946,0.8830894683786203,0.7782181586689493
246,SGC에너지,330000000000.0,342000000000.0,227000000000.0,303000000000.0,462000000000.0,325000000000.0,212000000000.0,140000000000.0,148000000000.0,576000000000.0,694000000000.0,454000000000.0,393000000000.0,314449938.0,389638238.0,502288836.0,526446120.0,522758457.0,521899703.0,474425594.0,441709298.0,534693452.0,629665378.0,766651288.0,813320785.0,841187064.0,843055542.0,797747001.0,759129159.0,695852509.0,314449938.0,389638238.0,502288836.0,526446120.0,522758457.0,521899703.0,474425594.0,441709298.0,534693452.0,629665378.0,766651288.0,813320785.0,841187064.0,843055542.0,797747001.0,759129159.0,695852509.0,1.2052699272629208,1.16194770041811,0.9512653893826106,1.0198265374467221,1.1706771289578461,1.004559795658161,0.86045524851807,0.7662850136942243
247,삼성SDI,6160000000000.0,6960000000000.0,7500000000000.0,8090000000000.0,7960000000000.0,7580000000000.0,14200000000000.0,15200000000000.0,16400000000000.0,43700000000000.0,45600000000000.0,41100000000000.0,32900000000000.0,2212883535.0,3330605690.0,3013254459.0,4141638654.0,4972110605.0,3936201007.0,4289705881.0,7124501968.0,8527410755.0,10895087292.0,10555670889.0,15968549946.0,16225303458.0,14900311234.0,15741705378.0,19349721184.0,19852096448.0,2212883535.0,3330605690.0,3013254459.0,4141638654.0,4972110605.0,3936201007.0,4289705881.0,7124501968.0,8527410755.0,10895087292.0,10555670889.0,15968549946.0,16225303458.0,14900311234.0,15741705378.0,19349721184.0,19852096448.0,0.9818787643236965,0.9445179661438916,0.995981645274276,0.765983053900516,0.7970335124070503,0.7728832523123389,1.1745681574526543,1.1537376562541792
248,삼성물산,,,,21300000000000.0,26700000000000.0,23900000000000.0,24000000000000.0,20100000000000.0,20700000000000.0,26000000000000.0,22400000000000.0,21400000000000.0,24200000000000.0,2133746517.0,2837077769.0,4604755902.0,4226141563.0,24047495347.0,23352804703.0,23897652811.0,19857716710.0,5907999507.0,6642285245.0,8553888932.0,9511431411.0,42361430965.0,44458515390.0,49048902937.0,42406651758.0,45905516600.0,2133746517.0,2837077769.0,4604755902.0,4226141563.0,24047495347.0,23352804703.0,23897652811.0,19857716710.0,5907999507.0,6642285245.0,8553888932.0,9511431411.0,42361430965.0,44458515390.0,49048902937.0,42406651758.0,45905516600.0,,,,2.683732916738372,1.1979646152399517,1.0628516109565933,0.976528524450818,0.9422511576255721
249,삼성E&A,8060000000000.0,6620000000000.0,2640000000000.0,1520000000000.0,582000000000.0,2020000000000.0,2430000000000.0,3450000000000.0,3760000000000.0,2600000000000.0,4490000000000.0,4360000000000.0,5680000000000.0,3875258012.0,3984801909.0,5023117359.0,5198522149.0,5943693512.0,4522703651.0,4096742793.0,3621792741.0,5188614818.0,5673553365.0,5928775873.0,6151866236.0,5620431543.0,5509420276.0,5072834607.0,4619648610.0,4565711800.0,3875258012.0,3984801909.0,5023117359.0,5198522149.0,5943693512.0,4522703651.0,4096742793.0,3621792741.0,5188614818.0,5673553365.0,5928775873.0,6151866236.0,5620431543.0,5509420276.0,5072834607.0,4619648610.0,4565711800.0,2.3002782882620214,1.8691640364962003,1.2925294399976046,1.0921112214183066,1.1610662743730886,1.187548475744565,1.2866066605037259,1.5308075003133192
250,삼성전기,5880000000000.0,7490000000000.0,5550000000000.0,4160000000000.0,4800000000000.0,3870000000000.0,7600000000000.0,7850000000000.0,9480000000000.0,13600000000000.0,15100000000000.0,9930000000000.0,11700000000000.0,3453073973.0,2925816316.0,2927315539.0,3075815905.0,2954069645.0,3325043961.0,3435912157.0,3698416650.0,7328861760.0,6891464351.0,7185342978.0,7718611985.0,7269452863.0,7662629260.0,7767403543.0,8644914206.0,8674248230.0,3453073973.0,2925816316.0,2927315539.0,3075815905.0,2954069645.0,3325043961.0,3435912157.0,3698416650.0,7328861760.0,6891464351.0,7185342978.0,7718611985.0,7269452863.0,7662629260.0,7767403543.0,8644914206.0,8674248230.0,1.2734684155101323,1.511408285016898,1.1798066654515653,0.9374504015827918,1.0666648221170258,0.9389784781261883,1.4207980950012036,1.3358624938099242
251,삼성전자,171000000000000.0,244000000000000.0,225000000000000.0,219000000000000.0,211000000000000.0,283000000000000.0,367000000000000.0,257000000000000.0,370000000000000.0,544000000000000.0,526000000000000.0,372000000000000.0,520000000000000.0,54486633000.0,59591364000.0,64059008000.0,62334770000.0,63119716000.0,69211291000.0,87260662000.0,91604067000.0,155800000000.0,181072000000.0,214075000000.0,230423000000.0,242180000000.0,262174000000.0,301752000000.0,339357000000.0,352564000000.0,54486633000.0,59591364000.0,64059008000.0,62334770000.0,63119716000.0,69211291000.0,87260662000.0,91604067000.0,155800000000.0,181072000000.0,214075000000.0,230423000000.0,242180000000.0,262174000000.0,301752000000.0,339357000000.0,352564000000.0,1.447282625160462,1.6766334054961562,1.3502698026392619,1.2209491674008237,1.131884201833347,1.3434257058289534,1.5054106087117898,1.027248788149353
252,삼성중공업,6440000000000.0,8900000000000.0,8790000000000.0,4610000000000.0,2510000000000.0,3610000000000.0,2860000000000.0,4670000000000.0,4590000000000.0,4470000000000.0,5010000000000.0,4510000000000.0,6820000000000.0,11769950269.0,11352017512.0,11581350720.0,11549072787.0,13035846228.0,10942151906.0,8020660443.0,7536612429.0,16413939003.0,16634966576.0,17427146525.0,17122234083.0,17301591987.0,17217462679.0,13818113112.0,14282891986.0,13600084436.0,11769950269.0,11352017512.0,11581350720.0,11549072787.0,13035846228.0,10942151906.0,8020660443.0,7536612429.0,16413939003.0,16634966576.0,17427146525.0,17122234083.0,17301591987.0,17217462679.0,13818113112.0,14282891986.0,13600084436.0,1.1094198818255472,1.217436621797514,1.1689435611720147,0.9437479191482211,0.8985211441629635,0.8451972382521347,0.7874201314469599,0.8546317119085437
253,삼성증권,3780000000000.0,4080000000000.0,3370000000000.0,3410000000000.0,3190000000000.0,2420000000000.0,3270000000000.0,2810000000000.0,3450000000000.0,3610000000000.0,4010000000000.0,2810000000000.0,3440000000000.0,13390062890.0,15998439621.0,17098429723.0,22347902301.0,27470619693.0,29402982470.0,33536621318.0,33668537939.0,16770484440.0,19480917794.0,20535582373.0,25774747151.0,30994440994.0,33229936021.0,37948260013.0,38330643979.0,44729591399.0,13390062890.0,15998439621.0,17098429723.0,22347902301.0,27470619693.0,29402982470.0,33536621318.0,33668537939.0,16770484440.0,19480917794.0,20535582373.0,25774747151.0,30994440994.0,33229936021.0,37948260013.0,38330643979.0,44729591399.0,1.0238262914485015,1.0306721599730806,0.9967299369075459,0.9993464591562697,0.9892296395645716,0.9576600583849797,0.9699159146003293,0.9516808003274168
254,삼성카드,4780000000000.0,4230000000000.0,4330000000000.0,5120000000000.0,3570000000000.0,4600000000000.0,4590000000000.0,4000000000000.0,4470000000000.0,3770000000000.0,3650000000000.0,3420000000000.0,3750000000000.0,10003851096.0,10357253237.0,10358265414.0,11346280576.0,12382671526.0,15288787379.0,16153627765.0,16270826359.0,16135253273.0,16287815802.0,16560926260.0,17736626744.0,19070996909.0,21904458546.0,23076571105.0,23042118821.0,22038223989.0,10003851096.0,10357253237.0,10358265414.0,11346280576.0,12382671526.0,15288787379.0,16153627765.0,16270826359.0,16135253273.0,16287815802.0,16560926260.0,17736626744.0,19070996909.0,21904458546.0,23076571105.0,23042118821.0,22038223989.0,0.9162453694320761,0.8955929643561424,0.8869229403838913,0.9283772395768696,0.8364886011004282,0.9079789549343559,0.8989042466757758,0.8797292695377339
255,삼성화재,10200000000000.0,10600000000000.0,12700000000000.0,13900000000000.0,15200000000000.0,13300000000000.0,13200000000000.0,13300000000000.0,12100000000000.0,9340000000000.0,10100000000000.0,9960000000000.0,13100000000000.0,31398048996.0,37179562326.0,41553469513.0,48644752937.0,53148344989.0,57209272160.0,64006909647.0,67025123898.0,39140751405.0,46148595210.0,49441984193.0,58183557114.0,63233595702.0,68217504527.0,76015188462.0,79390654369.0,85172172094.0,31398048996.0,37179562326.0,41553469513.0,48644752937.0,53148344989.0,57209272160.0,64006909647.0,67025123898.0,39140751405.0,46148595210.0,49441984193.0,58183557114.0,63233595702.0,68217504527.0,76015188462.0,79390654369.0,85172172094.0,1.0627810530659894,1.0353416416811445,1.0973157812845467,1.0749558129362053,1.0808865798349379,1.0335950083323986,1.0156774088062117,1.011770523072611
256,삼양식품,287000000000.0,183000000000.0,186000000000.0,160000000000.0,208000000000.0,305000000000.0,729000000000.0,392000000000.0,677000000000.0,761000000000.0,714000000000.0,957000000000.0,1630000000000.0,164272918.0,129342592.0,134693546.0,133506433.0,134007148.0,149153787.0,195071089.0,177717667.0,321774390.0,290495086.0,298570234.0,299626490.0,296548102.0,326695948.0,398177947.0,412138323.0,470358962.0,164272918.0,129342592.0,134693546.0,133506433.0,134007148.0,149153787.0,195071089.0,177717667.0,321774390.0,290495086.0,298570234.0,299626490.0,296548102.0,326695948.0,398177947.0,412138323.0,470358962.0,1.402451320007164,1.0752078332918857,1.074097513685842,0.9795743794215258,1.1532940042219526,1.390142087100511,2.3207490418850343,1.3823457688985648
257,삼양홀딩스,452000000000.0,554000000000.0,620000000000.0,781000000000.0,1380000000000.0,1040000000000.0,1060000000000.0,687000000000.0,587000000000.0,653000000000.0,862000000000.0,605000000000.0,607000000000.0,586791046.0,1085443310.0,936858269.0,1141550789.0,1275059263.0,1318813247.0,1336172728.0,1311855275.0,1884480517.0,2748398512.0,2595067569.0,2795940327.0,3071422344.0,3169444797.0,3275960362.0,3313797255.0,3589513891.0,586791046.0,1085443310.0,936858269.0,1141550789.0,1275059263.0,1318813247.0,1336172728.0,1311855275.0,1884480517.0,2748398512.0,2595067569.0,2795940327.0,3071422344.0,3169444797.0,3275960362.0,3313797255.0,3589513891.0,0.5512346965803097,0.5965085859426488,0.5999297619830106,0.6876222537491945,0.8644396522629452,0.744235472797225,0.7314413067370319,0.6031917830772662
258,삼영무역,88800000000.0,156000000000.0,259000000000.0,394000000000.0,398000000000.0,291000000000.0,291000000000.0,231000000000.0,280000000000.0,259000000000.0,267000000000.0,230000000000.0,229000000000.0,52646511.0,43181654.0,48761077.0,51084950.0,41258936.0,48414351.0,52966438.0,51976784.0,240268361.0,250227922.0,274354559.0,296279339.0,302880054.0,335125436.0,362615324.0,386497292.0,517329569.0,52646511.0,43181654.0,48761077.0,51084950.0,41258936.0,48414351.0,52966438.0,51976784.0,240268361.0,250227922.0,274354559.0,296279339.0,302880054.0,335125436.0,362615324.0,386497292.0,517329569.0,0.588702192878404,0.7960009115209773,1.1217640345462603,1.5022476811992618,1.4502735660500112,1.0127979393363624,0.9485711585647164,0.7321572229799737
259,삼영전자,186000000000.0,173000000000.0,187000000000.0,237000000000.0,255000000000.0,243000000000.0,261000000000.0,237000000000.0,180000000000.0,204000000000.0,228000000000.0,186000000000.0,171000000000.0,41984561.0,29947577.0,29826151.0,28600387.0,23488555.0,23944053.0,26767562.0,27549993.0,469332844.0,456241229.0,466995272.0,481517084.0,486762192.0,492573626.0,497600533.0,508021433.0,502682603.0,41984561.0,29947577.0,29826151.0,28600387.0,23488555.0,23944053.0,26767562.0,27549993.0,469332844.0,456241229.0,466995272.0,481517084.0,486762192.0,492573626.0,497600533.0,508021433.0,502682603.0,0.48576306541205966,0.44482515849088244,0.46430052722246834,0.5515907863406151,0.5721244574393732,0.5419373651158497,0.5783103974287744,0.5207457320014292
260,삼영,200000000000.0,117000000000.0,69020000000.0,51850000000.0,60690000000.0,53380000000.0,38760000000.0,28186000000.0,33932000000.0,88230000000.0,102000000000.0,81940000000.0,154000000000.0,82952796.0,71478676.0,61869599.0,66261709.0,62589498.0,60348498.0,58221545.0,58881797.0,222342523.0,207864169.0,198659540.0,186450568.0,170243060.0,156643431.0,112737912.0,105230478.0,106971164.0,82952796.0,71478676.0,61869599.0,66261709.0,62589498.0,60348498.0,58221545.0,58881797.0,222342523.0,207864169.0,198659540.0,186450568.0,170243060.0,156643431.0,112737912.0,105230478.0,106971164.0,1.2725986562633365,0.9067396122513063,0.6588638985069633,0.6334746537216234,0.7241381704487689,0.7260342631284679,0.8602389673493333,0.8274009455701608
